user_id,churn_probability,uplift_score,segment,clv_proxy,scored_at
CUST_00679,0.4388,-0.0612,Sure_Thing,3693.77,2026-03-13T14:20:52.675269
CUST_00680,0.7263,0.4594,Persuadable,40.0,2026-03-13T14:20:52.675269
CUST_00681,0.1146,0.2889,Sure_Thing,4541.6,2026-03-13T14:20:52.675269
CUST_00682,0.4167,0.3867,Sure_Thing,146.74,2026-03-13T14:20:52.675269
CUST_00683,0.3474,0.2025,Sure_Thing,4086.24,2026-03-13T14:20:52.675269
CUST_00684,0.7234,0.5405,Persuadable,35.55,2026-03-13T14:20:52.675269
CUST_00685,0.6018,-0.2154,Sleeping_Dog,24.95,2026-03-13T14:20:52.675269
CUST_00686,0.133,-0.2089,Sleeping_Dog,1242.05,2026-03-13T14:20:52.675269
CUST_00687,0.6622,-0.1353,Sleeping_Dog,60.73,2026-03-13T14:20:52.675269
CUST_00688,0.1499,-0.2153,Sleeping_Dog,1592.77,2026-03-13T14:20:52.675269
CUST_00689,0.396,-0.0853,Sure_Thing,4069.65,2026-03-13T14:20:52.675269
CUST_00690,0.569,0.3726,Persuadable,10.22,2026-03-13T14:20:52.675269
CUST_00691,0.1775,0.0606,Sure_Thing,2271.23,2026-03-13T14:20:52.675269
CUST_00692,0.109,-0.1347,Sleeping_Dog,991.94,2026-03-13T14:20:52.675269
CUST_00693,0.6945,0.2231,Lost_Cause,203.02,2026-03-13T14:20:52.675269
CUST_00694,0.109,0.1493,Sure_Thing,398.87,2026-03-13T14:20:52.675269
CUST_00695,0.569,0.4746,Persuadable,10.32,2026-03-13T14:20:52.675269
CUST_00696,0.1146,-0.0737,Sure_Thing,6229.68,2026-03-13T14:20:52.675269
CUST_00697,0.6265,-0.3313,Sleeping_Dog,126.11,2026-03-13T14:20:52.675269
CUST_00698,0.1756,-0.673,Sleeping_Dog,3934.34,2026-03-13T14:20:52.675269
CUST_00699,0.1116,-0.0343,Sure_Thing,4745.69,2026-03-13T14:20:52.675269
CUST_00700,0.1136,0.1675,Sure_Thing,4127.17,2026-03-13T14:20:52.675269
CUST_00701,0.5418,0.1738,Sure_Thing,2769.33,2026-03-13T14:20:52.675269
CUST_00702,0.6187,-0.0096,Lost_Cause,2432.33,2026-03-13T14:20:52.675269
CUST_00703,0.3091,0.36,Sure_Thing,22.4,2026-03-13T14:20:52.675269
CUST_00704,0.4512,-0.8215,Sleeping_Dog,166.76,2026-03-13T14:20:52.675269
CUST_00705,0.4088,-0.1662,Sleeping_Dog,1937.84,2026-03-13T14:20:52.675269
CUST_00706,0.1116,0.1241,Sure_Thing,3683.14,2026-03-13T14:20:52.675269
CUST_00707,0.3136,0.1778,Sure_Thing,2858.14,2026-03-13T14:20:52.675269
CUST_00708,0.5175,-0.1989,Sleeping_Dog,2187.95,2026-03-13T14:20:52.675269
CUST_00709,0.2239,0.0875,Sure_Thing,2138.07,2026-03-13T14:20:52.675269
CUST_00710,0.4945,0.1384,Sure_Thing,9.78,2026-03-13T14:20:52.675269
CUST_00711,0.3443,0.0585,Sure_Thing,1603.52,2026-03-13T14:20:52.675269
CUST_00712,0.1102,-0.296,Sleeping_Dog,1493.25,2026-03-13T14:20:52.675269
CUST_00713,0.4731,0.6298,Sure_Thing,1086.45,2026-03-13T14:20:52.675269
CUST_00714,0.1102,-0.3953,Sleeping_Dog,1687.46,2026-03-13T14:20:52.675269
CUST_00715,0.5059,-0.0295,Sure_Thing,4155.22,2026-03-13T14:20:52.675269
CUST_00716,0.1116,-0.1463,Sleeping_Dog,4088.32,2026-03-13T14:20:52.675269
CUST_00717,0.5982,-0.4706,Sleeping_Dog,2583.56,2026-03-13T14:20:52.675269
CUST_00718,0.3967,-0.2431,Sleeping_Dog,1230.19,2026-03-13T14:20:52.675269
CUST_00719,0.3448,-0.1729,Sleeping_Dog,5508.3,2026-03-13T14:20:52.675269
CUST_00720,0.1232,0.2211,Sure_Thing,23.17,2026-03-13T14:20:52.675269
CUST_00721,0.1058,-0.1083,Sleeping_Dog,1284.89,2026-03-13T14:20:52.675269
CUST_00722,0.7093,-0.0233,Lost_Cause,305.04,2026-03-13T14:20:52.675269
CUST_00723,0.6265,-0.4841,Sleeping_Dog,106.12,2026-03-13T14:20:52.675269
CUST_00724,0.6026,0.4116,Persuadable,3014.21,2026-03-13T14:20:52.675269
CUST_00725,0.2996,0.0891,Sure_Thing,184.1,2026-03-13T14:20:52.675269
CUST_00726,0.1284,-0.3763,Sleeping_Dog,579.56,2026-03-13T14:20:52.675269
CUST_00727,0.7051,-0.0218,Lost_Cause,296.75,2026-03-13T14:20:52.675269
CUST_00728,0.4666,0.3045,Sure_Thing,2669.18,2026-03-13T14:20:52.675269
CUST_00729,0.1146,0.17,Sure_Thing,4732.84,2026-03-13T14:20:52.675269
CUST_00730,0.5212,0.2053,Sure_Thing,3856.01,2026-03-13T14:20:52.675269
CUST_00731,0.2452,-0.0804,Sure_Thing,77.29,2026-03-13T14:20:52.675269
CUST_00732,0.4861,-0.0787,Sure_Thing,1827.93,2026-03-13T14:20:52.675269
CUST_00733,0.1156,-0.3777,Sleeping_Dog,5652.2,2026-03-13T14:20:52.675269
CUST_00734,0.502,0.125,Sure_Thing,2336.85,2026-03-13T14:20:52.675269
CUST_00735,0.3701,-0.0724,Sure_Thing,1603.35,2026-03-13T14:20:52.675269
CUST_00736,0.3574,0.2752,Sure_Thing,3219.73,2026-03-13T14:20:52.675269
CUST_00737,0.1257,0.3839,Sure_Thing,6985.7,2026-03-13T14:20:52.675269
CUST_00738,0.4559,-0.1342,Sleeping_Dog,3266.33,2026-03-13T14:20:52.675269
CUST_00739,0.1146,0.1647,Sure_Thing,6605.61,2026-03-13T14:20:52.675269
CUST_00740,0.1146,-0.0756,Sure_Thing,2819.9,2026-03-13T14:20:52.675269
CUST_00741,0.666,0.0296,Lost_Cause,91.4,2026-03-13T14:20:52.675269
CUST_00742,0.6776,0.562,Persuadable,916.86,2026-03-13T14:20:52.675269
CUST_00743,0.1058,-0.2293,Sleeping_Dog,1526.57,2026-03-13T14:20:52.675269
CUST_00744,0.5513,-0.1674,Sleeping_Dog,168.46,2026-03-13T14:20:52.675269
CUST_00745,0.0908,0.5214,Sure_Thing,7774.27,2026-03-13T14:20:52.675269
CUST_00746,0.0889,0.5186,Sure_Thing,8084.12,2026-03-13T14:20:52.675269
CUST_00747,0.681,-0.1622,Sleeping_Dog,152.18,2026-03-13T14:20:52.675269
CUST_00748,0.1058,-0.3723,Sleeping_Dog,837.65,2026-03-13T14:20:52.675269
CUST_00749,0.1378,-0.0814,Sure_Thing,5726.11,2026-03-13T14:20:52.675269
CUST_00750,0.2169,-0.5837,Sleeping_Dog,1593.92,2026-03-13T14:20:52.675269
CUST_00751,0.1169,-0.1239,Sleeping_Dog,5521.27,2026-03-13T14:20:52.675269
CUST_00752,0.4455,0.7062,Sure_Thing,451.28,2026-03-13T14:20:52.675269
CUST_00753,0.1323,0.0716,Sure_Thing,0.0,2026-03-13T14:20:52.675269
CUST_00754,0.6769,0.3998,Persuadable,127.0,2026-03-13T14:20:52.675269
CUST_00755,0.6597,0.4335,Persuadable,1755.05,2026-03-13T14:20:52.675269
CUST_00756,0.1058,-0.0709,Sure_Thing,1235.09,2026-03-13T14:20:52.675269
CUST_00757,0.3258,0.1004,Sure_Thing,42.9,2026-03-13T14:20:52.675269
CUST_00758,0.6098,0.2549,Persuadable,1190.2,2026-03-13T14:20:52.675269
CUST_00759,0.1133,-0.051,Sure_Thing,6473.49,2026-03-13T14:20:52.675269
CUST_00760,0.5184,0.1384,Sure_Thing,10.4,2026-03-13T14:20:52.675269
CUST_00761,0.5268,-0.4463,Sleeping_Dog,1824.9,2026-03-13T14:20:52.675269
CUST_00762,0.6658,0.2712,Persuadable,156.64,2026-03-13T14:20:52.675269
CUST_00763,0.1136,-0.1399,Sleeping_Dog,4693.61,2026-03-13T14:20:52.675269
CUST_00764,0.1058,-0.2926,Sleeping_Dog,1273.02,2026-03-13T14:20:52.675269
CUST_00765,0.4294,-0.4969,Sleeping_Dog,332.89,2026-03-13T14:20:52.675269
CUST_00766,0.475,-0.1476,Sleeping_Dog,1530.67,2026-03-13T14:20:52.675269
CUST_00767,0.111,0.077,Sure_Thing,257.32,2026-03-13T14:20:52.675269
CUST_00768,0.5604,0.1566,Sure_Thing,3015.55,2026-03-13T14:20:52.675269
CUST_00769,0.2025,0.4241,Sure_Thing,1110.29,2026-03-13T14:20:52.675269
CUST_00770,0.2613,0.2115,Sure_Thing,217.52,2026-03-13T14:20:52.675269
CUST_00771,0.6655,0.266,Persuadable,1354.36,2026-03-13T14:20:52.675269
CUST_00772,0.5184,0.1384,Sure_Thing,9.95,2026-03-13T14:20:52.675269
CUST_00773,0.6875,-0.01,Lost_Cause,378.46,2026-03-13T14:20:52.675269
CUST_00774,0.4593,0.2559,Sure_Thing,2947.43,2026-03-13T14:20:52.675269
CUST_00775,0.1032,0.5142,Sure_Thing,7955.16,2026-03-13T14:20:52.675269
CUST_00776,0.5538,0.3025,Persuadable,69.38,2026-03-13T14:20:52.675269
CUST_00777,0.7093,0.3713,Persuadable,123.1,2026-03-13T14:20:52.675269
CUST_00778,0.3966,0.4011,Sure_Thing,6049.76,2026-03-13T14:20:52.675269
CUST_00779,0.5869,-0.2706,Sleeping_Dog,59.67,2026-03-13T14:20:52.675269
CUST_00780,0.1146,0.1619,Sure_Thing,5082.91,2026-03-13T14:20:52.675269
CUST_00781,0.4334,-0.2741,Sleeping_Dog,183.71,2026-03-13T14:20:52.675269
CUST_00782,0.2906,0.0517,Sure_Thing,1456.36,2026-03-13T14:20:52.675269
CUST_00783,0.6018,-0.1845,Sleeping_Dog,26.1,2026-03-13T14:20:52.675269
CUST_00784,0.1337,-0.3279,Sleeping_Dog,2548.5,2026-03-13T14:20:52.675269
CUST_00785,0.4858,0.2922,Sure_Thing,4771.08,2026-03-13T14:20:52.675269
CUST_00786,0.1116,-0.0997,Sure_Thing,3929.03,2026-03-13T14:20:52.675269
CUST_00787,0.1958,-0.055,Sure_Thing,1946.35,2026-03-13T14:20:52.675269
CUST_00788,0.23,0.0976,Sure_Thing,1759.1,2026-03-13T14:20:52.675269
CUST_00789,0.1136,-0.0396,Sure_Thing,4841.01,2026-03-13T14:20:52.675269
CUST_00790,0.1136,-0.0008,Sure_Thing,3531.34,2026-03-13T14:20:52.675269
CUST_00791,0.2232,-0.0953,Sure_Thing,4950.2,2026-03-13T14:20:52.675269
CUST_00792,0.1108,0.0705,Sure_Thing,130.31,2026-03-13T14:20:52.675269
CUST_00793,0.1049,-0.1199,Sleeping_Dog,2272.46,2026-03-13T14:20:52.675269
CUST_00794,0.4441,-0.2445,Sleeping_Dog,256.03,2026-03-13T14:20:52.675269
CUST_00795,0.4451,0.4016,Sure_Thing,95.77,2026-03-13T14:20:52.675269
CUST_00796,0.1616,-0.4031,Sleeping_Dog,2469.0,2026-03-13T14:20:52.675269
CUST_00797,0.288,0.1047,Sure_Thing,483.24,2026-03-13T14:20:52.675269
CUST_00798,0.5184,0.2668,Persuadable,10.0,2026-03-13T14:20:52.675269
CUST_00799,0.4242,0.3027,Sure_Thing,6028.17,2026-03-13T14:20:52.675269
CUST_00800,0.1156,-0.2008,Sleeping_Dog,5335.18,2026-03-13T14:20:52.675269
CUST_00801,0.7057,0.3975,Persuadable,962.05,2026-03-13T14:20:52.675269
CUST_00802,0.1058,-0.2683,Sleeping_Dog,881.2,2026-03-13T14:20:52.675269
CUST_00803,0.1146,0.0124,Sure_Thing,2945.47,2026-03-13T14:20:52.675269
CUST_00804,0.7051,0.2319,Persuadable,419.53,2026-03-13T14:20:52.675269
CUST_00805,0.1169,-0.0483,Sure_Thing,5393.54,2026-03-13T14:20:52.675269
CUST_00806,0.3383,0.1054,Sure_Thing,1002.41,2026-03-13T14:20:52.675269
CUST_00807,0.3328,0.4772,Sure_Thing,7510.22,2026-03-13T14:20:52.675269
CUST_00808,0.6301,0.2728,Persuadable,4012.78,2026-03-13T14:20:52.675269
CUST_00809,0.7166,0.7777,Persuadable,34.78,2026-03-13T14:20:52.675269
CUST_00810,0.4842,0.3704,Sure_Thing,5915.66,2026-03-13T14:20:52.675269
CUST_00811,0.2268,0.4694,Sure_Thing,7148.04,2026-03-13T14:20:52.675269
CUST_00812,0.1246,-0.4423,Sleeping_Dog,1082.43,2026-03-13T14:20:52.675269
CUST_00813,0.1161,-0.14,Sleeping_Dog,911.83,2026-03-13T14:20:52.675269
CUST_00814,0.2678,0.1867,Sure_Thing,78.46,2026-03-13T14:20:52.675269
CUST_00815,0.491,-0.4489,Sleeping_Dog,2007.74,2026-03-13T14:20:52.675269
CUST_00816,0.7188,0.2843,Persuadable,119.13,2026-03-13T14:20:52.675269
CUST_00817,0.4183,0.2208,Sure_Thing,5555.74,2026-03-13T14:20:52.675269
CUST_00818,0.6273,0.2426,Persuadable,2211.78,2026-03-13T14:20:52.675269
CUST_00819,0.1195,-0.2644,Sleeping_Dog,5902.13,2026-03-13T14:20:52.675269
CUST_00820,0.4902,0.7168,Sure_Thing,6642.46,2026-03-13T14:20:52.675269
CUST_00821,0.1018,0.0254,Sure_Thing,3485.54,2026-03-13T14:20:52.675269
CUST_00822,0.4225,-0.0009,Sure_Thing,4787.44,2026-03-13T14:20:52.675269
CUST_00823,0.3325,0.3095,Sure_Thing,265.08,2026-03-13T14:20:52.675269
CUST_00824,0.1102,-0.2107,Sleeping_Dog,1539.13,2026-03-13T14:20:52.675269
CUST_00825,0.5572,0.5316,Persuadable,1346.12,2026-03-13T14:20:52.675269
CUST_00826,0.7135,0.2239,Lost_Cause,563.81,2026-03-13T14:20:52.675269
CUST_00827,0.3069,0.0118,Sure_Thing,347.62,2026-03-13T14:20:52.675269
CUST_00828,0.2917,0.3672,Sure_Thing,5364.0,2026-03-13T14:20:52.675269
CUST_00829,0.3529,-0.0392,Sure_Thing,1401.38,2026-03-13T14:20:52.675269
CUST_00830,0.4351,0.1306,Sure_Thing,5500.69,2026-03-13T14:20:52.675269
CUST_00831,0.1102,-0.1951,Sleeping_Dog,939.23,2026-03-13T14:20:52.675269
CUST_00832,0.1859,-0.037,Sure_Thing,5148.75,2026-03-13T14:20:52.675269
CUST_00833,0.5504,0.0601,Sure_Thing,3252.64,2026-03-13T14:20:52.675269
CUST_00834,0.6901,-0.029,Lost_Cause,234.24,2026-03-13T14:20:52.675269
CUST_00835,0.3407,0.2747,Sure_Thing,5679.89,2026-03-13T14:20:52.675269
CUST_00836,0.1645,0.2577,Sure_Thing,4416.07,2026-03-13T14:20:52.675269
CUST_00837,0.5971,0.1481,Sure_Thing,22.2,2026-03-13T14:20:52.675269
CUST_00838,0.197,0.1201,Sure_Thing,2777.79,2026-03-13T14:20:52.675269
CUST_00839,0.1058,-0.1163,Sleeping_Dog,885.43,2026-03-13T14:20:52.675269
CUST_00840,0.5021,0.455,Persuadable,5410.92,2026-03-13T14:20:52.675269
CUST_00841,0.1676,0.4315,Sure_Thing,7485.83,2026-03-13T14:20:52.675269
CUST_00842,0.12,0.2876,Sure_Thing,211.94,2026-03-13T14:20:52.675269
CUST_00843,0.4114,0.0503,Sure_Thing,365.95,2026-03-13T14:20:52.675269
CUST_00844,0.73,-0.1073,Sleeping_Dog,44.95,2026-03-13T14:20:52.675269
CUST_00845,0.111,-0.1482,Sleeping_Dog,277.45,2026-03-13T14:20:52.675269
CUST_00846,0.1146,0.0143,Sure_Thing,5376.48,2026-03-13T14:20:52.675269
CUST_00847,0.1664,0.12,Sure_Thing,410.54,2026-03-13T14:20:52.675269
CUST_00848,0.1146,0.375,Sure_Thing,6689.24,2026-03-13T14:20:52.675269
CUST_00849,0.1146,-0.1256,Sleeping_Dog,6421.27,2026-03-13T14:20:52.675269
CUST_00850,0.095,0.5294,Sure_Thing,8360.38,2026-03-13T14:20:52.675269
CUST_00851,0.1024,0.1975,Sure_Thing,4377.66,2026-03-13T14:20:52.675269
CUST_00852,0.5075,0.0921,Sure_Thing,41.33,2026-03-13T14:20:52.675269
CUST_00853,0.3658,0.1235,Sure_Thing,293.88,2026-03-13T14:20:52.675269
CUST_00854,0.1058,-0.0331,Sure_Thing,1404.25,2026-03-13T14:20:52.675269
CUST_00855,0.4495,0.604,Sure_Thing,6311.85,2026-03-13T14:20:52.675269
CUST_00856,0.1146,0.0111,Sure_Thing,6223.22,2026-03-13T14:20:52.675269
CUST_00857,0.5971,-0.2285,Sleeping_Dog,25.4,2026-03-13T14:20:52.675269
CUST_00858,0.3007,-0.2013,Sleeping_Dog,5810.56,2026-03-13T14:20:52.675269
CUST_00859,0.1116,-0.0222,Sure_Thing,4655.1,2026-03-13T14:20:52.675269
CUST_00860,0.109,0.0176,Sure_Thing,440.36,2026-03-13T14:20:52.675269
CUST_00861,0.1226,-0.0433,Sure_Thing,5732.73,2026-03-13T14:20:52.675269
CUST_00862,0.5871,0.6218,Persuadable,1393.81,2026-03-13T14:20:52.675269
CUST_00863,0.7088,0.7467,Persuadable,230.55,2026-03-13T14:20:52.675269
CUST_00864,0.6446,-0.3806,Sleeping_Dog,2013.05,2026-03-13T14:20:52.675269
CUST_00865,0.7001,-0.0631,Lost_Cause,255.32,2026-03-13T14:20:52.675269
CUST_00866,0.1102,0.0285,Sure_Thing,2300.35,2026-03-13T14:20:52.675269
CUST_00867,0.2323,0.223,Sure_Thing,86.92,2026-03-13T14:20:52.675269
CUST_00868,0.1977,0.0464,Sure_Thing,4999.91,2026-03-13T14:20:52.675269
CUST_00869,0.1182,0.1831,Sure_Thing,90.94,2026-03-13T14:20:52.675269
CUST_00870,0.1121,0.3993,Sure_Thing,6919.79,2026-03-13T14:20:52.675269
CUST_00871,0.3749,0.4344,Sure_Thing,5501.48,2026-03-13T14:20:52.675269
CUST_00872,0.1058,-0.0709,Sure_Thing,1250.16,2026-03-13T14:20:52.675269
CUST_00873,0.5044,-0.2273,Sleeping_Dog,2977.77,2026-03-13T14:20:52.675269
CUST_00874,0.1643,0.3011,Sure_Thing,4533.6,2026-03-13T14:20:52.675269
CUST_00875,0.6201,-0.2371,Sleeping_Dog,85.46,2026-03-13T14:20:52.675269
CUST_00876,0.6149,0.5526,Persuadable,1483.83,2026-03-13T14:20:52.675269
CUST_00877,0.181,-0.1267,Sleeping_Dog,3017.83,2026-03-13T14:20:52.675269
CUST_00878,0.1853,0.0108,Sure_Thing,3973.28,2026-03-13T14:20:52.675269
CUST_00879,0.2551,-0.3017,Sleeping_Dog,1616.22,2026-03-13T14:20:52.675269
CUST_00880,0.7031,0.6714,Persuadable,948.45,2026-03-13T14:20:52.675269
CUST_00881,0.109,0.3375,Sure_Thing,485.53,2026-03-13T14:20:52.675269
CUST_00882,0.6962,0.6167,Persuadable,426.47,2026-03-13T14:20:52.675269
CUST_00883,0.3771,0.3701,Sure_Thing,7401.18,2026-03-13T14:20:52.675269
CUST_00884,0.1143,-0.6525,Sleeping_Dog,1746.36,2026-03-13T14:20:52.675269
CUST_00885,0.569,0.3726,Persuadable,10.02,2026-03-13T14:20:52.675269
CUST_00886,0.6899,-0.0372,Lost_Cause,533.44,2026-03-13T14:20:52.675269
CUST_00887,0.3091,0.2758,Sure_Thing,2755.54,2026-03-13T14:20:52.675269
CUST_00888,0.3079,0.0675,Sure_Thing,3162.09,2026-03-13T14:20:52.675269
CUST_00889,0.4876,0.2586,Sure_Thing,6118.24,2026-03-13T14:20:52.675269
CUST_00890,0.5199,0.2653,Persuadable,2734.78,2026-03-13T14:20:52.675269
CUST_00891,0.5937,-0.0032,Sure_Thing,4919.51,2026-03-13T14:20:52.675269
CUST_00892,0.5219,-0.3763,Sleeping_Dog,2539.88,2026-03-13T14:20:52.675269
CUST_00893,0.5959,0.1384,Sure_Thing,12.3,2026-03-13T14:20:52.675269
CUST_00894,0.1378,-0.2464,Sleeping_Dog,4887.52,2026-03-13T14:20:52.675269
CUST_00895,0.5662,-0.1831,Sleeping_Dog,2593.26,2026-03-13T14:20:52.675269
CUST_00896,0.1079,0.5294,Sure_Thing,8195.13,2026-03-13T14:20:52.675269
CUST_00897,0.2875,0.2359,Sure_Thing,5577.02,2026-03-13T14:20:52.675269
CUST_00898,0.7062,0.0889,Lost_Cause,1034.72,2026-03-13T14:20:52.675269
CUST_00899,0.4069,-0.2913,Sleeping_Dog,4818.53,2026-03-13T14:20:52.675269
CUST_00900,0.3228,0.1049,Sure_Thing,18.37,2026-03-13T14:20:52.675269
CUST_00901,0.6776,0.406,Persuadable,831.15,2026-03-13T14:20:52.675269
CUST_00902,0.5969,0.3566,Persuadable,1535.34,2026-03-13T14:20:52.675269
CUST_00903,0.4842,0.3386,Sure_Thing,5962.18,2026-03-13T14:20:52.675269
CUST_00904,0.1169,-0.1747,Sleeping_Dog,5319.21,2026-03-13T14:20:52.675269
CUST_00905,0.7057,0.4376,Persuadable,826.74,2026-03-13T14:20:52.675269
CUST_00906,0.4647,-0.52,Sleeping_Dog,187.88,2026-03-13T14:20:52.675269
CUST_00907,0.3183,0.2386,Sure_Thing,1170.26,2026-03-13T14:20:52.675269
CUST_00908,0.2564,-0.2371,Sleeping_Dog,151.91,2026-03-13T14:20:52.675269
CUST_00909,0.1143,0.378,Sure_Thing,7873.26,2026-03-13T14:20:52.675269
CUST_00910,0.6142,0.1856,Lost_Cause,626.05,2026-03-13T14:20:52.675269
CUST_00911,0.5164,0.1222,Sure_Thing,1207.78,2026-03-13T14:20:52.675269
CUST_00912,0.231,0.5496,Sure_Thing,7740.99,2026-03-13T14:20:52.675269
CUST_00913,0.1131,0.0933,Sure_Thing,246.46,2026-03-13T14:20:52.675269
CUST_00914,0.1102,-0.3307,Sleeping_Dog,1774.26,2026-03-13T14:20:52.675269
CUST_00915,0.7271,0.7824,Persuadable,36.78,2026-03-13T14:20:52.675269
CUST_00916,0.3959,-0.2333,Sleeping_Dog,1575.07,2026-03-13T14:20:52.675269
CUST_00917,0.1116,0.0342,Sure_Thing,4741.59,2026-03-13T14:20:52.675269
CUST_00918,0.6187,-0.4268,Sleeping_Dog,2111.78,2026-03-13T14:20:52.675269
CUST_00919,0.414,0.081,Sure_Thing,2137.61,2026-03-13T14:20:52.675269
CUST_00920,0.1305,-0.2027,Sleeping_Dog,1481.21,2026-03-13T14:20:52.675269
CUST_00921,0.2389,0.0438,Sure_Thing,235.71,2026-03-13T14:20:52.675269
CUST_00922,0.6396,0.7994,Persuadable,1119.44,2026-03-13T14:20:52.675269
CUST_00923,0.1523,0.0744,Sure_Thing,4711.37,2026-03-13T14:20:52.675269
CUST_00924,0.5658,-0.2236,Sleeping_Dog,1741.73,2026-03-13T14:20:52.675269
CUST_00925,0.1897,0.1708,Sure_Thing,2331.3,2026-03-13T14:20:52.675269
CUST_00926,0.6988,0.0542,Lost_Cause,153.79,2026-03-13T14:20:52.675269
CUST_00927,0.6241,0.2518,Persuadable,884.28,2026-03-13T14:20:52.675269
CUST_00928,0.2275,0.4598,Sure_Thing,6937.43,2026-03-13T14:20:52.675269
CUST_00929,0.2589,0.1371,Sure_Thing,2456.18,2026-03-13T14:20:52.675269
CUST_00930,0.4336,0.6683,Sure_Thing,1141.51,2026-03-13T14:20:52.675269
CUST_00931,0.1095,-0.2726,Sleeping_Dog,2573.13,2026-03-13T14:20:52.675269
CUST_00932,0.1058,-0.1135,Sleeping_Dog,1286.93,2026-03-13T14:20:52.675269
CUST_00933,0.7093,-0.1446,Sleeping_Dog,288.08,2026-03-13T14:20:52.675269
CUST_00934,0.1607,-0.2379,Sleeping_Dog,401.95,2026-03-13T14:20:52.675269
CUST_00935,0.7098,0.0208,Lost_Cause,246.44,2026-03-13T14:20:52.675269
CUST_00936,0.1659,0.4988,Sure_Thing,0.0,2026-03-13T14:20:52.675269
CUST_00937,0.6665,0.4713,Persuadable,372.43,2026-03-13T14:20:52.675269
CUST_00938,0.348,0.5508,Sure_Thing,7011.04,2026-03-13T14:20:52.675269
CUST_00939,0.2918,-0.132,Sleeping_Dog,300.42,2026-03-13T14:20:52.675269
CUST_00940,0.1317,0.0678,Sure_Thing,510.29,2026-03-13T14:20:52.675269
CUST_00941,0.4005,-0.0684,Sure_Thing,354.9,2026-03-13T14:20:52.675269
CUST_00942,0.4735,-0.2155,Sleeping_Dog,1920.96,2026-03-13T14:20:52.675269
CUST_00943,0.1116,-0.0142,Sure_Thing,4852.31,2026-03-13T14:20:52.675269
CUST_00944,0.4918,0.2799,Sure_Thing,5543.15,2026-03-13T14:20:52.675269
CUST_00945,0.6782,-0.0294,Lost_Cause,161.85,2026-03-13T14:20:52.675269
CUST_00946,0.2859,0.4235,Sure_Thing,62.08,2026-03-13T14:20:52.675269
CUST_00947,0.5217,0.2084,Sure_Thing,2808.78,2026-03-13T14:20:52.675269
CUST_00948,0.6301,0.223,Lost_Cause,3301.47,2026-03-13T14:20:52.675269
CUST_00949,0.1058,-0.1756,Sleeping_Dog,738.26,2026-03-13T14:20:52.675269
CUST_00950,0.6251,-0.0145,Lost_Cause,56.77,2026-03-13T14:20:52.675269
CUST_00951,0.6233,0.3779,Persuadable,476.04,2026-03-13T14:20:52.675269
CUST_00952,0.2571,-0.5081,Sleeping_Dog,1198.67,2026-03-13T14:20:52.675269
CUST_00953,0.442,-0.2525,Sleeping_Dog,895.45,2026-03-13T14:20:52.675269
CUST_00954,0.6597,-0.1864,Sleeping_Dog,2068.57,2026-03-13T14:20:52.675269
CUST_00955,0.6053,0.2443,Persuadable,22.35,2026-03-13T14:20:52.675269
CUST_00956,0.1102,-0.2171,Sleeping_Dog,1788.16,2026-03-13T14:20:52.675269
CUST_00957,0.4057,-0.3372,Sleeping_Dog,196.12,2026-03-13T14:20:52.675269
CUST_00958,0.165,0.0739,Sure_Thing,1950.77,2026-03-13T14:20:52.675269
CUST_00959,0.5275,-0.1514,Sleeping_Dog,2641.21,2026-03-13T14:20:52.675269
CUST_00960,0.4476,0.1029,Sure_Thing,192.89,2026-03-13T14:20:52.675269
CUST_00961,0.1273,0.2529,Sure_Thing,345.48,2026-03-13T14:20:52.675269
CUST_00962,0.3068,-0.0526,Sure_Thing,490.62,2026-03-13T14:20:52.675269
CUST_00963,0.1146,0.0982,Sure_Thing,3983.07,2026-03-13T14:20:52.675269
CUST_00964,0.6312,-0.0926,Lost_Cause,22.85,2026-03-13T14:20:52.675269
CUST_00965,0.6661,0.5361,Persuadable,739.87,2026-03-13T14:20:52.675269
CUST_00966,0.3373,-0.0767,Sure_Thing,98.26,2026-03-13T14:20:52.675269
CUST_00967,0.2733,0.1004,Sure_Thing,45.49,2026-03-13T14:20:52.675269
CUST_00968,0.1146,-0.2107,Sleeping_Dog,5473.02,2026-03-13T14:20:52.675269
CUST_00969,0.7234,0.2301,Lost_Cause,116.53,2026-03-13T14:20:52.675269
CUST_00970,0.7263,-0.0516,Lost_Cause,45.28,2026-03-13T14:20:52.675269
CUST_00971,0.4452,-0.3863,Sleeping_Dog,4638.44,2026-03-13T14:20:52.675269
CUST_00972,0.1146,-0.0589,Sure_Thing,3980.32,2026-03-13T14:20:52.675269
CUST_00973,0.4816,-0.1678,Sleeping_Dog,1329.48,2026-03-13T14:20:52.675269
CUST_00974,0.1146,0.1396,Sure_Thing,4466.64,2026-03-13T14:20:52.675269
CUST_00975,0.3714,0.2955,Sure_Thing,7427.54,2026-03-13T14:20:52.675269
CUST_00976,0.7271,0.7777,Persuadable,34.95,2026-03-13T14:20:52.675269
CUST_00977,0.5557,0.2281,Sure_Thing,814.6,2026-03-13T14:20:52.675269
CUST_00978,0.461,0.5729,Sure_Thing,6282.03,2026-03-13T14:20:52.675269
CUST_00979,0.1392,-0.1044,Sleeping_Dog,1862.78,2026-03-13T14:20:52.675269
CUST_00980,0.2548,-0.1118,Sleeping_Dog,393.33,2026-03-13T14:20:52.675269
