user_id,tenure,monthly_charges,contract_type,service_count,clv_proxy,senior_citizen,has_partner,digital_engagement,segment_true,treated,base_churn_prob,final_churn_prob,churned
U01260,41,53.457111354474065,1,1,2282.19,0,0,2,Sleeping_Dog,0,0.2085,0.2085,1
U01261,9,101.846494132304,0,2,788.1,0,0,1,Lost_Cause,1,0.9558,0.9358,1
U01262,10,80.42690507875953,0,2,600.92,0,1,1,Lost_Cause,1,0.7511,0.7311,1
U01263,8,89.53490504720517,0,3,594.84,0,0,2,Lost_Cause,1,0.5751,0.5551,1
U01264,7,96.96549073334363,0,3,774.3,1,0,1,Persuadable,0,0.7803,0.7803,1
U01265,6,87.75405159596752,1,5,432.81,0,1,1,Persuadable,0,0.5076,0.5076,1
U01266,2,70.09536976447966,0,2,155.66,0,1,2,Persuadable,0,0.8353,0.8353,1
U01267,34,71.03224973451952,2,4,2891.38,0,0,0,Sure_Thing,0,0.3166,0.3166,0
U01268,14,89.27975983597061,0,5,1340.22,0,0,0,Persuadable,1,0.5665,0.1665,0
U01269,32,48.46144237190805,2,2,1617.71,0,0,1,Sleeping_Dog,0,0.1987,0.1987,0
U01270,11,104.85291189146355,0,3,1381.53,0,0,0,Persuadable,1,0.7155,0.3155,0
U01271,30,50.5721071559124,0,1,1399.57,1,1,2,Sleeping_Dog,1,0.1404,0.4404,0
U01272,15,84.68078172334525,0,4,1497.08,0,0,1,Persuadable,0,0.8634,0.8634,1
U01273,10,78.57623524796831,0,1,616.11,0,0,2,Lost_Cause,1,0.8298,0.8098,1
U01274,9,90.75872183924574,0,3,671.25,0,0,0,Lost_Cause,1,0.9318,0.9118,1
U01275,2,83.85253272442782,0,2,101.44,0,1,1,Lost_Cause,0,0.8326,0.8326,1
U01276,33,46.070356259709165,1,5,1565.44,0,0,0,Sure_Thing,1,0.3063,0.2563,0
U01277,71,74.55427739531643,2,6,6204.13,0,1,1,Sure_Thing,1,0.3394,0.2894,0
U01278,60,52.06308806259938,2,8,3579.39,1,0,1,Sure_Thing,1,0.1537,0.1037,0
U01279,9,81.61443348721438,0,3,540.54,0,0,1,Lost_Cause,1,0.8825,0.8625,0
U01280,13,71.98700645500405,0,3,1079.09,1,0,1,Persuadable,0,0.7105,0.7105,0
U01281,17,104.1788916836734,0,3,1891.08,0,0,2,Persuadable,0,0.8988,0.8988,1
U01282,7,106.15462506339183,0,2,567.72,1,0,0,Lost_Cause,0,0.717,0.717,1
U01283,6,99.97000518566075,0,4,578.71,0,0,2,Persuadable,1,0.6338,0.2338,0
U01284,60,84.06813816003341,2,6,5741.74,1,0,2,Sure_Thing,1,0.1373,0.0873,0
U01285,55,65.48586724190598,2,8,3734.56,0,0,1,Sure_Thing,1,0.0521,0.01,0
U01286,7,75.11867838398535,0,2,469.49,1,1,2,Lost_Cause,0,0.9064,0.9064,1
U01287,7,78.2896407530535,0,4,542.64,0,1,1,Persuadable,0,0.607,0.607,0
U01288,26,36.563980150175155,0,1,962.68,0,0,1,Sleeping_Dog,0,0.1908,0.1908,0
U01289,40,31.209242344859145,1,2,1295.64,0,0,2,Sleeping_Dog,0,0.1136,0.1136,0
U01290,26,58.911397819962716,2,5,1835.08,0,0,2,Sure_Thing,0,0.0392,0.0392,0
U01291,50,48.06377006564594,1,6,2702.42,0,0,0,Sure_Thing,1,0.1345,0.0845,0
U01292,5,87.54377483631396,1,3,435.8,0,1,1,Persuadable,0,0.7351,0.7351,1
U01293,27,65.196936672546,2,6,2094.91,0,0,0,Sure_Thing,0,0.3087,0.3087,0
U01294,3,90.61116606785055,0,1,203.98,0,1,2,Lost_Cause,1,0.8114,0.7914,1
U01295,2,105.1970426885997,0,3,250.16,0,0,1,Persuadable,1,0.8687,0.4687,1
U01296,47,69.41853355873904,1,6,3765.97,0,0,2,Sure_Thing,1,0.088,0.038,0
U01297,27,70.23939460829861,2,4,2110.34,0,1,1,Sure_Thing,0,0.0946,0.0946,0
U01298,12,64.33333766589764,2,3,787.48,0,1,2,Sleeping_Dog,1,0.2956,0.5956,0
U01299,25,58.37123143851637,1,1,1376.06,0,0,0,Sleeping_Dog,1,0.1507,0.4507,1
U01300,5,112.82114635919308,0,3,469.62,1,1,0,Lost_Cause,1,0.9167,0.8967,1
U01301,31,34.76026111386851,1,3,1169.97,1,0,2,Sleeping_Dog,1,0.438,0.738,1
U01302,23,41.55365796731196,2,3,960.11,1,0,2,Sleeping_Dog,0,0.3445,0.3445,0
U01303,35,63.66994618111017,1,2,2169.22,1,1,1,Sleeping_Dog,0,0.1275,0.1275,1
U01304,58,63.450139542791106,2,6,4035.23,0,1,2,Sure_Thing,0,0.2031,0.2031,0
U01305,52,72.65456433009717,1,8,3969.78,1,1,1,Sure_Thing,1,0.2466,0.1966,0
U01306,1,77.21761205778631,0,1,60.35,0,1,2,Lost_Cause,0,0.8553,0.8553,1
U01307,5,109.88481619954918,0,2,463.94,0,1,2,Lost_Cause,1,0.7359,0.7159,1
U01308,35,62.13064891993876,0,3,2191.57,0,0,2,Sleeping_Dog,0,0.2107,0.2107,0
U01309,17,74.97508662210687,1,5,1373.9,0,1,0,Persuadable,0,0.7952,0.7952,1
U01310,3,101.74783717898895,0,2,190.21,0,1,0,Lost_Cause,1,0.9069,0.8869,1
U01311,35,53.862460696181714,1,7,2307.29,0,1,2,Sure_Thing,0,0.1528,0.1528,0
U01312,27,47.93639447559673,1,3,1358.8,0,0,1,Sleeping_Dog,1,0.1976,0.4976,1
U01313,5,76.75522701104738,1,2,444.67,0,0,1,Persuadable,0,0.5825,0.5825,1
U01314,3,114.20049502434262,0,3,229.84,0,1,1,Lost_Cause,0,0.8998,0.8998,1
U01315,10,70.9334210790499,1,5,597.65,1,0,0,Persuadable,1,0.7692,0.3692,1
U01316,43,44.740774265495354,0,1,2053.99,0,0,1,Sleeping_Dog,1,0.1953,0.4953,0
U01317,8,74.49180806835216,0,4,513.33,1,1,0,Persuadable,1,0.6416,0.2416,0
U01318,40,63.455175857779324,2,7,3288.02,0,0,2,Sure_Thing,1,0.2611,0.2111,1
U01319,35,58.96284975993902,2,3,2009.13,0,1,2,Sleeping_Dog,1,0.0832,0.3832,1
U01320,42,40.192835441136594,1,1,1605.62,0,1,2,Sleeping_Dog,0,0.284,0.284,1
U01321,23,45.5528081728241,1,2,950.82,0,1,1,Sleeping_Dog,1,0.1593,0.4593,1
U01322,5,110.56225667819496,0,2,375.08,0,0,1,Lost_Cause,1,0.8448,0.8248,0
U01323,54,45.28861255502556,1,7,2490.66,0,1,1,Sure_Thing,1,0.1662,0.1162,0
U01324,12,94.24028538509721,0,3,1246.5,0,1,1,Persuadable,1,0.4665,0.0665,0
U01325,1,108.51660719677142,0,3,89.48,0,1,2,Lost_Cause,1,0.8811,0.8611,1
U01326,39,81.5988864378552,2,4,3437.25,0,0,0,Sure_Thing,0,0.1714,0.1714,0
U01327,40,57.740782101142315,0,3,2140.88,0,1,2,Sleeping_Dog,0,0.1567,0.1567,0
U01328,37,78.22267125315703,1,8,3266.26,0,1,1,Sure_Thing,0,0.1992,0.1992,0
U01329,47,48.55197207239983,2,6,2478.11,0,1,1,Sure_Thing,1,0.149,0.099,0
U01330,5,108.34420169889876,0,2,470.1,0,0,1,Persuadable,1,0.7147,0.3147,1
U01331,37,31.641592823428578,1,3,1116.82,1,1,0,Sleeping_Dog,1,0.573,0.873,0
U01332,25,76.33151239513445,1,5,2176.64,0,0,0,Sure_Thing,1,0.2268,0.1768,0
U01333,17,102.46445393286606,0,5,2068.77,0,0,0,Persuadable,0,0.6699,0.6699,1
U01334,7,78.54834044665333,0,2,560.64,0,1,0,Persuadable,1,0.8709,0.4709,1
U01335,41,68.7727324458894,2,5,3142.93,0,0,0,Sure_Thing,0,0.2679,0.2679,1
U01336,33,69.76518737888816,2,5,2610.02,1,0,0,Sure_Thing,1,0.1149,0.0649,0
U01337,56,49.23104282199882,2,5,2860.96,0,1,0,Sure_Thing,0,0.2262,0.2262,0
U01338,49,49.13660171077795,2,5,2537.91,0,1,2,Sure_Thing,0,0.1154,0.1154,1
U01339,14,84.59431611558045,0,4,971.27,0,0,2,Persuadable,1,0.9469,0.5469,0
U01340,2,74.45515364709384,0,4,170.18,0,1,2,Persuadable,1,0.516,0.116,0
U01341,4,82.39246513965068,0,5,387.96,0,1,0,Persuadable,0,0.939,0.939,0
U01342,9,67.23261227871895,0,4,693.09,0,1,0,Persuadable,1,0.7399,0.3399,1
U01343,6,95.44879662578438,0,1,371.72,0,0,0,Lost_Cause,0,0.8922,0.8922,1
U01344,4,93.66674257396166,0,4,358.19,0,1,1,Persuadable,1,0.5793,0.1793,0
U01345,35,50.71474907374228,2,7,2085.9,0,0,0,Sure_Thing,0,0.0806,0.0806,0
U01346,13,76.13528821956305,0,5,932.68,0,0,2,Persuadable,0,0.7468,0.7468,1
U01347,51,66.53778325744827,1,7,4112.57,1,0,1,Sure_Thing,1,0.1891,0.1391,1
U01348,71,82.19630322927826,2,4,7216.93,1,1,1,Sure_Thing,0,0.055,0.055,0
U01349,6,75.13443420727717,0,3,290.02,0,0,2,Lost_Cause,0,0.8348,0.8348,1
U01350,9,83.67575764956231,0,2,621.05,0,1,1,Lost_Cause,0,0.9569,0.9569,1
U01351,7,111.42438198571621,0,3,540.98,0,1,0,Lost_Cause,0,0.7972,0.7972,0
U01352,30,62.19420494123713,2,8,1881.29,0,1,0,Sure_Thing,1,0.1377,0.0877,0
U01353,26,82.25261916294133,2,8,2365.72,0,1,0,Sure_Thing,1,0.2466,0.1966,0
U01354,26,67.37528696058081,1,4,1937.34,0,0,2,Sure_Thing,0,0.1831,0.1831,0
U01355,13,106.58751307535388,0,5,1203.42,0,0,2,Persuadable,0,0.7968,0.7968,0
U01356,9,97.46197066552446,0,3,680.31,0,1,1,Lost_Cause,1,0.5675,0.5475,0
U01357,24,39.56224108807551,2,2,1024.68,0,1,1,Sleeping_Dog,0,0.408,0.408,0
U01358,10,76.02366028998013,0,2,574.77,1,0,0,Lost_Cause,1,0.9311,0.9111,1
U01359,10,84.7282037749445,0,1,619.8,0,0,1,Lost_Cause,1,0.6545,0.6345,1
U01360,1,103.72427075021668,0,2,85.72,0,1,0,Lost_Cause,0,0.7643,0.7643,0
U01361,8,95.59866633856998,0,4,790.13,0,1,0,Persuadable,0,0.7281,0.7281,1
U01362,21,46.83342360181205,2,3,923.58,0,0,1,Sleeping_Dog,1,0.204,0.504,0
U01363,32,40.03049748064511,2,2,1248.43,0,0,1,Sleeping_Dog,1,0.1573,0.4573,0
U01364,12,75.16733572066468,0,4,868.7,0,0,1,Persuadable,0,0.6071,0.6071,0
U01365,43,53.86536454842527,0,2,2145.58,0,0,1,Sleeping_Dog,0,0.1748,0.1748,0
U01366,16,93.70296496613656,0,2,1523.46,0,1,0,Persuadable,1,0.677,0.277,0
U01367,8,94.63091945289305,0,3,484.04,0,1,1,Lost_Cause,0,0.8031,0.8031,1
U01368,13,68.72658336177857,0,3,815.24,0,0,2,Persuadable,1,0.8315,0.4315,1
U01369,10,109.221946892434,0,1,706.12,0,0,1,Lost_Cause,0,0.8525,0.8525,1
U01370,59,76.92139243191367,2,7,4944.75,0,1,1,Sure_Thing,0,0.5697,0.5697,0
U01371,20,45.18626486682482,1,2,905.31,1,0,1,Sleeping_Dog,1,0.2499,0.5499,1
U01372,2,107.21342861422434,0,3,223.8,0,0,2,Persuadable,0,0.8916,0.8916,1
U01373,27,62.05107342790232,1,6,1930.89,0,1,2,Sure_Thing,1,0.2005,0.1505,0
U01374,6,108.82313997803467,0,2,532.78,0,0,1,Lost_Cause,0,0.9152,0.9152,1
U01375,1,65.18484132122107,0,3,74.95,0,0,2,Persuadable,0,0.8413,0.8413,1
U01376,27,63.878141775988446,2,8,1900.49,1,0,0,Sure_Thing,0,0.3458,0.3458,0
U01377,1,90.62931627199424,1,3,96.35,0,0,2,Persuadable,1,0.4557,0.0557,0
U01378,14,86.4499390069623,0,3,1034.31,0,0,0,Persuadable,0,0.7196,0.7196,1
U01379,8,75.33044986520402,0,2,416.97,0,0,1,Lost_Cause,1,0.9405,0.9205,1
U01380,1,102.00521605281821,0,2,90.89,0,1,1,Persuadable,0,0.3007,0.3007,0
U01381,47,64.91218988714019,2,4,3802.2,0,1,0,Sure_Thing,1,0.2487,0.1987,0
U01382,9,97.66198508056249,0,4,1007.97,0,1,1,Persuadable,1,0.6784,0.2784,1
U01383,3,111.0127740527184,0,2,256.24,1,1,0,Lost_Cause,0,0.7576,0.7576,0
U01384,16,40.28367898500155,2,3,662.98,0,1,0,Sleeping_Dog,0,0.0222,0.0222,0
U01385,9,106.42890048526348,0,3,786.8,0,1,0,Lost_Cause,1,0.9436,0.9236,1
U01386,56,54.41514760273539,1,8,3379.96,0,1,0,Sure_Thing,1,0.3914,0.3414,0
U01387,6,97.74515695712354,0,2,551.25,0,1,0,Persuadable,1,0.7558,0.3558,1
U01388,9,95.1701462245012,0,2,620.66,1,1,1,Lost_Cause,1,0.6628,0.6428,1
U01389,45,76.28446484521562,2,5,3690.11,0,0,0,Sure_Thing,0,0.2352,0.2352,0
U01390,70,61.480053879928455,2,7,5230.3,0,0,0,Sure_Thing,0,0.1737,0.1737,0
U01391,14,94.35094314493375,0,4,1088.1,0,0,2,Persuadable,0,0.9346,0.9346,1
U01392,14,35.66081152965966,2,3,458.0,0,0,2,Sleeping_Dog,1,0.2777,0.5777,1
U01393,7,71.46610388273236,0,2,499.83,0,0,2,Persuadable,0,0.8135,0.8135,0
U01394,13,67.77067356412377,0,2,872.3,0,1,0,Persuadable,0,0.7576,0.7576,1
U01395,42,82.54222394233912,2,8,4227.01,0,0,0,Sure_Thing,0,0.2277,0.2277,0
U01396,7,108.21874910634632,0,3,552.96,0,1,2,Lost_Cause,0,0.8255,0.8255,1
U01397,8,98.2975691926838,0,4,672.71,0,0,0,Persuadable,0,0.7006,0.7006,1
U01398,8,79.79021928886048,0,1,572.41,0,0,0,Lost_Cause,0,0.876,0.876,1
U01399,20,31.977630225536686,2,1,673.24,0,0,1,Sleeping_Dog,1,0.2323,0.5323,0
U01400,8,111.54372326181188,0,3,788.36,1,1,1,Lost_Cause,1,0.9043,0.8843,1
U01401,6,85.05234895700985,0,2,358.84,0,1,1,Lost_Cause,0,0.8323,0.8323,1
U01402,12,67.52622200811045,0,4,870.21,0,0,2,Persuadable,1,0.9187,0.5187,0
U01403,8,92.38398431515357,0,2,778.48,0,0,0,Persuadable,1,0.9065,0.5065,1
U01404,8,75.34924302929552,0,3,496.78,0,0,1,Lost_Cause,0,0.9051,0.9051,1
U01405,5,97.19021142985162,0,3,422.36,0,1,0,Persuadable,0,0.7389,0.7389,1
U01406,69,49.83794806066819,2,4,4400.95,0,1,0,Sure_Thing,0,0.2442,0.2442,0
U01407,8,109.0395142203472,0,2,674.35,0,1,1,Lost_Cause,1,0.8896,0.8696,0
U01408,25,46.526225892662794,2,2,1259.33,0,1,2,Sleeping_Dog,1,0.1576,0.4576,1
U01409,16,32.08693486565554,1,3,504.79,0,1,0,Sleeping_Dog,0,0.0889,0.0889,0
U01410,45,46.45822932375978,1,1,2072.16,0,0,0,Sleeping_Dog,1,0.0992,0.3992,1
U01411,5,66.94973649783607,0,3,307.94,0,1,1,Persuadable,0,0.5073,0.5073,0
U01412,14,47.78169925478584,2,2,624.38,0,1,0,Sleeping_Dog,1,0.3598,0.6598,1
U01413,8,78.70119310085835,0,2,509.61,0,0,0,Lost_Cause,0,0.9211,0.9211,1
U01414,8,77.98365806624476,0,3,601.47,0,0,2,Persuadable,1,0.5028,0.1028,0
U01415,42,51.741331856433945,1,3,2101.18,0,1,2,Sleeping_Dog,0,0.1527,0.1527,0
U01416,10,106.86698299546184,0,2,1095.51,0,0,2,Persuadable,1,0.7384,0.3384,0
U01417,9,66.45846749768855,0,2,540.28,0,0,1,Persuadable,0,0.604,0.604,0
U01418,9,94.21823566297945,0,3,527.25,0,0,2,Lost_Cause,0,0.7611,0.7611,1
U01419,17,95.53487841748507,0,3,1604.86,0,1,2,Persuadable,1,0.6502,0.2502,0
U01420,13,47.09881580356682,2,1,638.21,0,0,0,Sleeping_Dog,0,0.3871,0.3871,0
U01421,21,59.69110469563104,1,2,1236.96,0,1,1,Sleeping_Dog,0,0.0645,0.0645,0
U01422,4,94.78749810874395,0,2,322.2,0,0,0,Lost_Cause,0,0.9729,0.9729,1
U01423,4,86.06586214011924,0,2,269.59,0,0,1,Lost_Cause,1,0.8735,0.8535,1
U01424,35,45.2086500670717,2,6,1973.04,1,1,2,Sure_Thing,0,0.1634,0.1634,0
U01425,27,45.489400915215874,2,6,1374.65,0,1,0,Sure_Thing,1,0.3591,0.3091,1
U01426,13,89.82925884390097,0,5,1312.81,0,0,1,Persuadable,0,0.7511,0.7511,0
U01427,25,54.99635571414237,2,3,1404.3,0,0,0,Sleeping_Dog,0,0.2522,0.2522,0
U01428,8,113.55570090830389,0,1,560.26,0,1,1,Lost_Cause,1,0.7643,0.7443,1
U01429,63,45.92810522325974,2,5,3009.3,0,1,0,Sure_Thing,0,0.418,0.418,1
U01430,20,62.925329846088,2,3,1234.41,0,1,2,Sleeping_Dog,0,0.2569,0.2569,1
U01431,10,104.36623498974288,0,1,869.58,0,0,0,Lost_Cause,1,0.814,0.794,1
U01432,4,113.13216305583697,0,1,405.34,0,0,1,Lost_Cause,0,0.9157,0.9157,1
U01433,44,57.84250670719523,1,3,2743.17,0,1,1,Sleeping_Dog,1,0.253,0.553,0
U01434,8,108.64804087571662,0,1,607.0,0,0,0,Lost_Cause,1,0.8904,0.8704,1
U01435,57,57.90423403420415,1,4,3510.66,1,0,0,Sure_Thing,0,0.1858,0.1858,0
U01436,41,78.91016646220199,2,5,3373.83,0,0,0,Sure_Thing,0,0.3413,0.3413,1
U01437,1,82.70787170896676,0,3,70.86,0,0,0,Lost_Cause,1,0.9317,0.9117,1
U01438,2,84.40957563605198,0,5,136.54,1,0,0,Persuadable,1,0.8063,0.4063,0
U01439,11,103.54744123793259,0,4,1021.98,0,1,2,Persuadable,0,0.7704,0.7704,1
U01440,25,50.75942373827018,2,5,1609.71,0,1,1,Sure_Thing,0,0.0605,0.0605,1
U01441,56,59.013294015518795,2,8,3340.1,1,1,0,Sure_Thing,1,0.0516,0.01,0
U01442,46,62.632446404215116,1,3,2699.59,0,1,0,Sleeping_Dog,0,0.0775,0.0775,0
U01443,37,62.32298676882922,2,1,2107.15,0,1,0,Sleeping_Dog,1,0.3282,0.6282,0
U01444,53,71.81329054663175,1,6,4147.41,0,0,0,Sure_Thing,0,0.3487,0.3487,1
U01445,3,105.38816346249693,0,1,269.65,0,0,0,Lost_Cause,0,0.988,0.988,1
U01446,12,84.83635882348295,0,5,965.92,0,0,0,Persuadable,1,0.6612,0.2612,0
U01447,3,105.18769605962258,0,2,279.96,0,0,2,Persuadable,0,0.7089,0.7089,0
U01448,8,104.87484581779077,0,4,729.24,0,0,2,Persuadable,0,0.7723,0.7723,0
U01449,47,84.17283566320393,2,4,4873.2,0,0,2,Sure_Thing,0,0.0738,0.0738,0
U01450,2,84.55260308052718,0,1,134.76,0,1,0,Lost_Cause,1,0.7978,0.7778,1
U01451,40,45.810442105190106,0,3,1915.18,0,0,1,Sleeping_Dog,0,0.3437,0.3437,0
U01452,19,34.81632102216865,1,3,606.75,1,0,0,Sleeping_Dog,0,0.1806,0.1806,0
U01453,49,55.50019476882861,2,4,2790.96,0,1,2,Sure_Thing,0,0.2463,0.2463,0
U01454,17,33.94649457724926,1,2,567.42,0,0,1,Sleeping_Dog,1,0.1853,0.4853,0
U01455,3,112.95231904008509,0,2,303.51,0,0,2,Lost_Cause,0,0.9747,0.9747,1
U01456,8,113.31658406678467,0,2,573.31,0,1,0,Lost_Cause,1,0.864,0.844,1
U01457,14,40.66029992552124,2,3,596.7,1,0,1,Sleeping_Dog,1,0.3541,0.6541,1
U01458,62,56.41294105079845,1,5,4163.14,0,0,1,Sure_Thing,1,0.2575,0.2075,0
U01459,12,53.69275017474598,2,2,641.96,0,1,1,Sleeping_Dog,1,0.1001,0.4001,0
U01460,3,90.63474836107997,0,1,240.29,0,1,0,Lost_Cause,1,0.8945,0.8745,0
U01461,47,35.13792775795834,2,1,1776.29,1,1,0,Sleeping_Dog,0,0.1267,0.1267,0
U01462,31,76.35474776455405,2,4,2684.36,0,0,1,Sure_Thing,0,0.0233,0.0233,0
U01463,31,55.69537009743873,1,8,1866.39,0,0,0,Sure_Thing,1,0.045,0.01,0
U01464,6,68.65623117512988,0,2,339.92,0,0,2,Persuadable,1,0.676,0.276,0
U01465,27,56.67970626238153,2,5,1644.95,0,1,1,Sure_Thing,1,0.1572,0.1072,1
U01466,8,79.748021217795,1,2,660.9,1,1,2,Persuadable,1,0.7037,0.3037,0
U01467,30,73.27355351372645,2,7,2532.91,0,0,1,Sure_Thing,1,0.0759,0.0259,0
U01468,65,58.267156728189335,2,7,3885.92,1,1,1,Sure_Thing,0,0.2257,0.2257,0
U01469,59,75.34334047484428,1,5,4752.4,1,1,1,Sure_Thing,0,0.2993,0.2993,1
U01470,47,63.50851797580291,1,1,2713.13,0,0,2,Sleeping_Dog,0,0.0099,0.0099,0
U01471,22,48.824607538587586,1,3,1149.23,0,1,0,Sleeping_Dog,1,0.3907,0.6907,1
U01472,1,95.49016253505994,0,1,70.36,0,1,2,Lost_Cause,1,0.6949,0.6749,0
U01473,30,51.452736271261905,2,8,1741.94,0,0,1,Sure_Thing,1,0.0639,0.0139,0
U01474,21,36.644241892323144,0,2,782.4,0,1,0,Sleeping_Dog,1,0.1073,0.4073,1
U01475,3,95.81045344681922,0,2,335.31,0,1,1,Persuadable,0,0.8543,0.8543,1
U01476,15,105.09517083409514,0,5,1509.16,0,0,0,Persuadable,1,0.782,0.382,0
U01477,6,85.09089805267334,0,3,443.34,0,0,1,Lost_Cause,0,0.907,0.907,1
U01478,19,58.90791958237634,1,3,1044.59,0,1,2,Sleeping_Dog,1,0.0684,0.3684,0
U01479,34,32.70270597702954,2,3,1165.68,0,0,2,Sleeping_Dog,0,0.1192,0.1192,0
U01480,45,72.54555740624427,2,6,4100.17,0,0,2,Sure_Thing,0,0.2266,0.2266,0
U01481,21,56.37313026560715,0,3,1163.56,0,1,1,Sleeping_Dog,1,0.1123,0.4123,0
U01482,21,63.13862713840547,0,2,1351.2,1,1,2,Sleeping_Dog,1,0.332,0.632,0
U01483,4,93.41911337747796,0,3,306.92,0,1,1,Lost_Cause,1,0.7464,0.7264,1
U01484,71,71.63454008335376,2,8,6360.83,0,1,1,Sure_Thing,1,0.5156,0.4656,0
U01485,35,80.91446025119069,2,8,3342.35,0,0,2,Sure_Thing,0,0.3805,0.3805,1
U01486,17,109.8783879831859,0,5,1591.9,0,1,2,Persuadable,1,0.8646,0.4646,0
U01487,16,72.21604355404939,0,2,1293.2,0,0,2,Persuadable,1,0.8147,0.4147,1
U01488,1,110.65160079576327,0,1,72.18,0,0,2,Lost_Cause,1,0.9231,0.9031,1
U01489,45,82.68840679422259,2,6,4724.73,0,1,1,Sure_Thing,0,0.1078,0.1078,0
U01490,25,83.81173727783859,2,8,2572.92,0,0,1,Sure_Thing,0,0.116,0.116,1
U01491,17,87.24395923555579,1,2,1761.35,1,1,1,Persuadable,1,0.6221,0.2221,0
U01492,4,89.78869554275006,0,1,296.84,0,0,0,Lost_Cause,1,0.8665,0.8465,1
U01493,45,65.52438387417558,2,4,3506.59,1,1,1,Sure_Thing,1,0.4535,0.4035,1
U01494,7,102.63616057202236,1,4,703.06,1,0,1,Persuadable,1,0.7722,0.3722,0
U01495,46,82.99611663844178,1,4,4245.81,0,0,1,Sure_Thing,0,0.3885,0.3885,0
U01496,7,105.62368257250355,0,2,635.58,0,0,1,Lost_Cause,0,0.4578,0.4578,1
U01497,26,35.46766012731755,1,3,890.56,0,1,2,Sleeping_Dog,0,0.4303,0.4303,0
U01498,25,60.482148087330515,2,1,1585.28,0,0,0,Sleeping_Dog,1,0.131,0.431,1
U01499,49,77.0225307936356,2,6,4075.38,1,0,2,Sure_Thing,0,0.1782,0.1782,0
U01500,4,92.27882537999665,0,2,303.46,1,1,2,Lost_Cause,0,0.8502,0.8502,1
U01501,23,52.558936117841135,2,1,1090.68,1,0,0,Sleeping_Dog,0,0.1684,0.1684,1
U01502,7,84.2238296463401,0,1,418.55,0,0,0,Lost_Cause,1,0.8561,0.8361,1
U01503,52,75.60196956961006,1,4,5014.75,0,1,1,Sure_Thing,1,0.4875,0.4375,0
U01504,27,80.3957629900743,1,6,2685.17,0,1,0,Sure_Thing,0,0.2481,0.2481,1
U01505,7,69.1780645155758,1,5,556.26,0,0,2,Persuadable,1,0.7788,0.3788,0
U01506,25,45.96410027008644,1,5,1157.88,0,0,0,Sure_Thing,0,0.1807,0.1807,0
U01507,2,102.77541721744741,0,5,165.76,0,1,2,Persuadable,1,0.8028,0.4028,1
U01508,62,69.98638375519641,2,4,4696.84,1,0,2,Sure_Thing,0,0.174,0.174,1
U01509,39,48.64910085584913,2,8,2395.12,0,0,2,Sure_Thing,0,0.1392,0.1392,0
U01510,46,40.98138250097852,1,1,1954.31,0,0,1,Sleeping_Dog,0,0.4152,0.4152,0
U01511,37,60.00244191272262,1,2,2354.12,0,0,1,Sleeping_Dog,1,0.4515,0.7515,0
U01512,10,107.46639502470335,0,3,914.95,0,0,2,Lost_Cause,0,0.6004,0.6004,1
U01513,25,30.92674274440236,0,1,797.18,0,0,0,Sleeping_Dog,0,0.576,0.576,1
U01514,58,53.204426430094834,2,4,3777.78,0,0,1,Sure_Thing,0,0.1839,0.1839,1
U01515,42,77.65836736240834,1,6,4205.95,0,0,1,Sure_Thing,1,0.1024,0.0524,0
U01516,5,113.13917297930381,0,1,347.92,0,0,1,Lost_Cause,1,0.9154,0.8954,1
U01517,13,74.11702615374777,0,2,782.77,0,1,2,Persuadable,1,0.8717,0.4717,1
U01518,17,43.90627505616347,0,2,802.05,0,1,2,Sleeping_Dog,0,0.4917,0.4917,1
U01519,11,106.63804256645398,0,4,1283.91,0,1,1,Persuadable,0,0.6906,0.6906,0
U01520,62,50.33388020681478,1,7,3856.83,0,1,1,Sure_Thing,0,0.1948,0.1948,0
U01521,36,84.96439925238137,1,6,3897.94,0,0,0,Sure_Thing,0,0.1997,0.1997,1
U01522,68,54.01092729997617,2,7,4700.77,0,0,1,Sure_Thing,1,0.4074,0.3574,0
U01523,35,61.48243686646488,1,7,2245.44,0,1,1,Sure_Thing,0,0.3235,0.3235,0
U01524,7,74.0231457845938,1,5,540.8,0,1,1,Persuadable,1,0.682,0.282,0
U01525,20,53.77095277421512,2,3,999.27,1,1,0,Sleeping_Dog,0,0.3493,0.3493,0
U01526,56,65.0291340723722,1,7,4064.89,0,1,0,Sure_Thing,1,0.2427,0.1927,0
U01527,63,62.70157628727653,2,7,4096.82,0,1,2,Sure_Thing,1,0.1358,0.0858,0
U01528,10,92.18027689741979,0,3,669.39,0,0,0,Lost_Cause,0,0.7459,0.7459,1
U01529,3,109.05261289867397,0,2,324.04,0,0,1,Persuadable,0,0.864,0.864,1
U01530,47,55.71205598515135,1,1,2504.44,0,1,1,Sleeping_Dog,0,0.346,0.346,0
U01531,62,63.156214970322665,2,8,4268.74,0,0,0,Sure_Thing,0,0.098,0.098,1
U01532,13,65.925953345462,0,2,934.91,0,0,1,Persuadable,1,0.3721,0.01,0
U01533,34,51.0252743397069,1,6,2235.31,0,1,0,Sure_Thing,0,0.2883,0.2883,0
U01534,10,95.34982919266734,0,1,576.46,0,1,1,Lost_Cause,0,0.8949,0.8949,1
U01535,64,73.01563736261427,1,6,5147.46,0,1,0,Sure_Thing,1,0.4382,0.3882,0
U01536,66,70.2293529366599,2,6,6022.25,1,1,1,Sure_Thing,0,0.0325,0.0325,0
