SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn_binary,Contract_encoded,InternetService_encoded,PaymentMethod_encoded,recency_risk,service_count,monetary_value,monthly_to_total_ratio,charge_per_month,clv_proxy,is_high_value,contract_stability,digital_engagement
0,0,0,33,1,1,1,0,0,1,0,0,0,59.4,1952.8,0,1,1,0,0.029411764705882353,4,1952.8,0.030402292967550416,1.7470588235294118,1895.3647058823528,0,33,0
0,1,1,45,1,1,0,1,1,0,0,1,1,95.0,4368.85,0,1,2,3,0.021739130434782608,5,4368.85,0.021739876654805083,2.0652173913043477,4273.875,1,45,2
0,0,0,40,1,0,1,1,0,1,0,0,1,61.9,2647.1,0,0,1,1,0.024390243902439025,4,2647.1,0.02337525017937389,1.5097560975609756,2582.5365853658536,0,0,1
0,0,0,71,1,1,1,1,1,1,1,1,1,118.65,8477.6,0,2,2,0,0.013888888888888888,8,8477.6,0.01399405562239049,1.6479166666666667,8359.855555555556,1,142,1
0,0,0,1,1,1,0,0,1,0,0,0,0,54.35,54.35,1,0,1,0,0.5,3,54.35,0.98193315266486,27.175,27.175,0,0,0
0,1,1,72,0,0,1,1,1,1,1,1,0,64.45,4528.0,0,2,1,2,0.0136986301369863,6,4528.0,0.014230514462353721,0.8828767123287672,4465.9726027397255,1,144,1
0,1,1,22,1,0,0,0,0,0,0,1,1,80.15,1790.65,0,0,2,0,0.043478260869565216,2,1790.65,0.04473529986325454,3.4847826086956526,1712.7956521739131,0,0,1
0,1,1,46,1,0,0,0,0,0,0,0,1,20.2,845.6,0,1,0,2,0.02127659574468085,1,845.6,0.023860146468225842,0.4297872340425532,827.6085106382978,0,46,2
0,1,1,55,1,0,0,0,0,0,0,0,0,21.0,1210.3,0,2,0,1,0.017857142857142856,1,1210.3,0.017336745645174605,0.375,1188.6875,0,110,0
0,0,0,1,1,0,0,0,0,0,0,0,0,20.45,20.45,0,0,0,1,0.5,1,20.45,0.9533799533799534,10.225,10.225,0,0,0
0,0,0,12,1,1,0,0,0,1,1,1,1,75.85,854.45,0,1,1,1,0.07692307692307693,5,854.45,0.08866678356420596,5.834615384615384,788.723076923077,0,12,1
0,0,0,31,1,1,0,1,0,0,0,0,1,80.45,2429.1,0,0,2,0,0.03125,3,2429.1,0.03310563351302416,2.5140625,2353.1906249999997,0,0,1
0,1,0,5,0,0,0,0,0,0,0,0,1,24.95,100.4,1,0,1,0,0.16666666666666666,0,100.4,0.24605522682445757,4.158333333333333,83.66666666666667,0,0,1
0,1,1,67,1,1,1,0,0,0,1,1,1,75.5,5229.45,0,2,1,0,0.014705882352941176,5,5229.45,0.014434704470934624,1.1102941176470589,5152.546323529412,1,134,1
0,0,0,1,1,0,0,0,0,0,0,0,0,44.45,44.45,0,0,1,1,0.5,1,44.45,0.977997799779978,22.225,22.225,0,0,0
0,1,0,40,0,0,1,1,1,0,0,0,1,42.35,1716.45,1,1,1,0,0.024390243902439025,3,1716.45,0.02465865090686774,1.0329268292682927,1674.5853658536585,0,40,1
0,1,1,41,1,1,1,1,1,0,1,0,1,74.55,3023.55,0,0,1,3,0.023809523809523808,6,3023.55,0.02464829478765436,1.775,2951.5607142857143,0,0,2
0,0,0,1,1,1,0,0,0,0,0,0,1,75.3,75.3,1,0,2,0,0.5,2,75.3,0.9868938401048493,37.65,37.65,0,0,1
0,0,0,51,1,1,1,1,0,0,1,0,1,94.8,4837.6,1,1,2,0,0.019230769230769232,5,4837.6,0.019592444095399494,1.823076923076923,4744.569230769231,1,51,1
0,1,1,42,0,0,1,0,1,1,1,0,0,48.15,2032.3,0,2,1,3,0.023255813953488372,4,2032.3,0.023680716077312744,1.119767441860465,1985.0372093023254,0,84,1
0,1,1,23,1,0,0,0,0,0,0,0,0,19.65,436.9,0,1,0,1,0.041666666666666664,1,436.9,0.044873258734870976,0.81875,418.6958333333333,0,23,0
1,0,0,1,1,0,0,0,0,0,0,0,1,70.55,70.55,1,0,2,0,0.5,1,70.55,0.9860237596086653,35.275,35.275,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,20.15,20.15,0,0,0,1,0.5,1,20.15,0.9527186761229315,10.075,10.075,0,0,0
0,0,0,56,1,1,1,1,0,0,1,1,1,106.6,5893.95,0,0,2,3,0.017543859649122806,6,5893.95,0.018083274667299976,1.870175438596491,5790.547368421052,1,0,2
0,0,1,15,1,1,0,1,0,0,1,0,1,91.0,1430.05,0,0,2,0,0.0625,4,1430.05,0.06358967191922016,5.6875,1340.671875,0,0,1
0,1,1,12,1,1,0,0,0,0,0,0,1,25.4,313.0,0,2,0,2,0.07692307692307693,2,313.0,0.08089171974522293,1.9538461538461538,288.92307692307696,0,24,2
0,1,1,54,1,0,1,0,1,1,0,1,0,69.95,3871.85,0,2,1,2,0.01818181818181818,5,3871.85,0.018061634197038358,1.271818181818182,3801.4527272727273,1,108,1
0,0,0,7,1,0,0,0,0,0,1,1,1,66.85,458.1,0,0,1,0,0.125,3,458.1,0.14561097800043563,8.35625,400.83750000000003,0,0,1
0,1,1,33,1,1,0,0,0,0,0,1,0,86.15,2745.7,1,0,2,3,0.029411764705882353,3,2745.7,0.03136491062001675,2.533823529411765,2664.9441176470586,0,0,1
0,1,1,16,1,0,0,0,0,0,0,0,0,20.15,341.35,0,0,0,0,0.058823529411764705,1,341.35,0.05885789396816123,1.1852941176470588,321.27058823529416,0,0,0
0,0,1,21,1,0,1,0,1,0,0,1,0,64.85,1336.8,0,1,1,1,0.045454545454545456,4,1336.8,0.048475108386903866,2.9477272727272723,1276.0363636363636,0,21,0
1,1,0,30,1,1,0,0,1,0,1,1,0,74.85,2181.75,0,2,1,0,0.03225806451612903,5,2181.75,0.03429160462719047,2.414516129032258,2111.3709677419356,0,60,0
0,0,0,3,1,0,0,0,0,1,0,0,1,50.5,147.75,0,0,1,1,0.25,2,147.75,0.33949579831932775,12.625,110.8125,0,0,1
0,0,0,11,1,0,0,0,1,0,0,0,0,72.9,818.45,0,0,2,0,0.08333333333333333,2,818.45,0.08896210873146623,6.075,750.2458333333334,0,0,0
0,0,0,62,1,1,1,1,1,1,1,1,1,115.05,7133.45,0,1,2,3,0.015873015873015872,8,7133.45,0.016125980278788133,1.8261904761904761,7020.220634920635,1,62,2
0,0,0,18,1,0,0,0,0,0,0,0,0,19.0,348.8,0,0,0,0,0.05263157894736842,1,348.8,0.05431675242995997,1.0,330.44210526315794,0,0,0
0,0,1,6,1,0,0,0,0,0,0,0,0,19.55,128.6,0,0,0,1,0.14285714285714285,1,128.6,0.15084876543209877,2.792857142857143,110.22857142857143,0,0,0
0,0,0,46,1,1,0,0,1,0,1,1,1,101.1,4674.4,0,1,2,0,0.02127659574468085,5,4674.4,0.021623818282927663,2.1510638297872338,4574.944680851063,1,46,1
0,0,0,21,1,1,0,0,0,0,0,1,1,84.1,1737.45,0,0,2,0,0.045454545454545456,3,1737.45,0.04837642727717219,3.8227272727272723,1658.4750000000001,0,0,1
0,0,0,68,1,1,0,0,0,0,0,0,1,24.15,1498.85,0,2,0,2,0.014492753623188406,2,1498.85,0.016101610161016102,0.35,1477.127536231884,0,136,2
0,0,0,1,1,1,0,0,0,0,0,0,1,50.1,50.1,0,0,1,0,0.5,2,50.1,0.9804305283757339,25.05,25.05,0,0,1
0,1,0,25,1,0,0,0,1,0,0,0,1,74.6,1797.75,0,0,2,0,0.038461538461538464,2,1797.75,0.041473245309242526,2.869230769230769,1728.6057692307693,0,0,1
0,0,1,24,1,0,0,0,0,0,0,0,0,19.75,498.1,0,2,0,1,0.04,1,498.1,0.0395712282107794,0.79,478.176,0,48,0
0,1,0,30,1,1,0,0,0,0,0,1,1,85.0,2624.25,1,0,2,0,0.03225806451612903,3,2624.25,0.032377868774402435,2.7419354838709675,2539.5967741935483,0,0,1
0,0,0,2,1,0,0,0,0,0,0,1,0,80.55,184.1,1,0,2,0,0.3333333333333333,2,184.1,0.4351701782820097,26.849999999999998,122.73333333333335,0,0,0
0,1,0,51,1,1,0,1,1,0,1,1,1,106.8,5498.8,0,1,2,2,0.019230769230769232,6,5498.8,0.019418887959562165,2.0538461538461537,5393.053846153846,1,51,2
0,1,1,57,1,1,1,0,1,1,1,1,1,84.5,4845.4,0,2,1,0,0.017241379310344827,7,4845.4,0.01743562231759657,1.456896551724138,4761.858620689654,1,114,1
0,0,0,15,1,1,0,0,0,0,0,0,0,25.05,369.1,0,2,0,2,0.0625,2,369.1,0.06768440961902189,1.565625,346.03125,0,30,1
0,1,1,72,1,0,1,1,1,1,1,1,1,83.7,6096.9,0,2,1,2,0.0136986301369863,7,6096.9,0.013726036832352122,1.1465753424657534,6013.380821917807,1,144,2
0,0,0,2,1,0,0,0,1,0,0,0,1,75.8,160.75,1,0,2,0,0.3333333333333333,2,160.75,0.4686244204018547,25.266666666666666,107.16666666666669,0,0,1
0,1,0,28,1,1,0,1,1,0,1,0,0,96.6,2684.35,0,0,2,3,0.034482758620689655,5,2684.35,0.035972964418046066,3.3310344827586205,2591.786206896552,0,0,1
1,1,0,29,1,1,0,0,1,0,1,1,1,98.5,3004.15,1,0,2,0,0.03333333333333333,5,3004.15,0.032777066036637104,3.283333333333333,2904.0116666666668,0,0,1
0,1,1,70,1,0,1,1,1,1,1,0,1,101.1,6994.8,0,2,2,3,0.014084507042253521,6,6994.8,0.014451528059692957,1.4239436619718309,6896.281690140845,1,140,2
0,0,0,13,1,0,0,0,0,0,0,0,0,20.2,273.25,0,1,0,1,0.07142857142857142,1,273.25,0.07365542388331814,1.4428571428571428,253.73214285714286,0,13,0
1,1,0,59,1,1,1,1,1,1,0,0,1,94.05,5483.9,0,1,2,0,0.016666666666666666,6,5483.9,0.017147076519170815,1.5675,5392.501666666666,1,59,1
1,1,0,13,1,1,0,0,0,0,1,1,1,95.25,1233.65,1,0,2,0,0.07142857142857142,4,1233.65,0.07714736969991495,6.803571428571429,1145.532142857143,0,0,1
1,1,0,7,1,1,0,0,0,0,0,0,1,74.4,527.9,1,0,2,1,0.125,2,527.9,0.1406693136698809,9.3,461.91249999999997,0,0,1
0,1,0,62,1,0,1,0,1,1,1,1,0,81.0,4985.9,0,2,1,1,0.015873015873015872,6,4985.9,0.016242555495397944,1.2857142857142858,4906.75873015873,1,124,0
0,0,0,21,1,0,1,0,1,1,0,0,1,60.25,1258.35,0,1,1,0,0.045454545454545456,4,1258.35,0.047842140786913886,2.7386363636363638,1201.1522727272727,0,21,1
0,0,0,2,1,0,0,0,1,0,0,1,0,60.85,111.4,0,0,1,0,0.3333333333333333,3,111.4,0.5413701067615658,20.283333333333335,74.26666666666668,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,43.95,43.95,0,0,1,3,0.5,1,43.95,0.9777530589543938,21.975,21.975,0,0,1
0,0,0,4,1,0,0,0,1,0,0,1,0,86.05,308.1,0,0,2,0,0.2,3,308.1,0.2783888709155613,17.21,246.48000000000002,0,0,0
0,0,0,19,1,0,0,0,0,0,0,0,0,20.25,383.65,0,1,0,3,0.05,1,383.65,0.05264526192642662,1.0125,364.4675,0,19,1
0,0,0,30,1,0,0,0,0,1,1,0,0,85.15,2555.9,1,0,2,0,0.03225806451612903,3,2555.9,0.033302045445656854,2.7467741935483874,2473.451612903226,0,0,0
0,1,1,67,1,0,0,0,0,0,0,0,1,19.4,1284.2,0,2,0,3,0.014705882352941176,1,1284.2,0.01509492685963274,0.2852941176470588,1265.314705882353,0,134,2
1,1,0,72,1,1,1,1,1,0,0,1,1,102.65,7550.3,0,2,2,3,0.0136986301369863,6,7550.3,0.013593685855415625,1.406164383561644,7446.871232876712,1,144,2
0,1,0,53,1,0,0,0,0,0,0,0,0,19.9,1110.05,0,2,0,3,0.018518518518518517,1,1110.05,0.01791098510418073,0.36851851851851847,1089.4935185185186,0,106,1
0,0,0,5,1,0,0,0,0,0,0,0,0,19.55,99.6,0,1,0,0,0.16666666666666666,1,99.6,0.19433399602385687,3.2583333333333333,83.0,0,5,0
1,1,0,71,1,0,0,1,1,1,0,1,1,95.5,6707.15,0,2,2,3,0.013888888888888888,5,6707.15,0.014236413914417538,1.3263888888888888,6613.9951388888885,1,142,2
0,1,1,50,1,1,0,1,1,1,1,1,1,84.15,4164.4,0,1,1,3,0.0196078431372549,7,4164.4,0.020202141451001108,1.6500000000000001,4082.745098039215,1,50,2
0,1,1,56,1,1,0,0,1,1,1,1,1,103.2,5873.75,0,2,2,0,0.017543859649122806,6,5873.75,0.017566704966168772,1.8105263157894738,5770.701754385965,1,112,1
0,0,0,2,1,0,0,0,0,1,0,0,1,50.2,109.25,0,0,1,3,0.3333333333333333,2,109.25,0.4553287981859411,16.733333333333334,72.83333333333334,0,0,2
1,0,0,2,1,1,0,0,1,0,0,1,1,88.55,179.25,1,0,2,0,0.3333333333333333,4,179.25,0.4912621359223301,29.516666666666666,119.50000000000001,0,0,1
0,1,1,24,1,1,1,0,0,0,0,0,0,54.75,1338.15,1,0,1,0,0.04,3,1338.15,0.040884142926483215,2.19,1284.624,0,0,0
0,1,1,46,1,0,0,0,0,0,0,0,0,19.95,862.4,0,2,0,3,0.02127659574468085,1,862.4,0.02310632383599722,0.42446808510638295,844.0510638297872,0,92,1
0,1,0,71,1,1,1,1,1,1,1,1,1,116.25,8564.75,0,2,2,0,0.013888888888888888,8,8564.75,0.013571491112862271,1.6145833333333333,8445.795138888889,1,142,1
0,0,0,29,0,0,0,0,0,1,0,0,1,31.2,926.2,0,0,1,0,0.03333333333333333,1,926.2,0.033649698015530624,1.04,895.3266666666667,0,0,1
0,1,1,69,1,1,0,0,0,0,0,0,0,24.45,1718.2,0,2,0,2,0.014285714285714285,2,1718.2,0.014221731037691948,0.34928571428571425,1693.6542857142858,0,138,1
0,1,0,71,1,1,0,1,1,1,1,1,0,84.2,5956.85,0,2,1,3,0.013888888888888888,7,5956.85,0.014132614953380833,1.1694444444444445,5874.115972222223,1,142,1
1,0,0,1,1,0,0,0,0,0,1,1,1,91.3,91.3,1,0,2,0,0.5,3,91.3,0.9891657638136512,45.65,45.65,0,0,1
1,1,0,56,1,0,1,1,1,1,1,1,1,85.65,4824.45,0,2,1,2,0.017543859649122806,7,4824.45,0.017749639929954722,1.5026315789473685,4739.810526315789,1,112,2
0,0,1,56,1,0,0,0,0,0,0,0,1,21.2,1238.65,0,1,0,1,0.017543859649122806,1,1238.65,0.017101601258419714,0.3719298245614035,1216.919298245614,0,56,1
0,0,0,1,1,0,0,0,0,0,1,0,1,79.5,79.5,1,0,2,0,0.5,2,79.5,0.9875776397515528,39.75,39.75,0,0,1
0,1,0,28,1,1,0,0,0,0,0,0,0,25.55,672.2,0,1,0,1,0.034482758620689655,2,672.2,0.03795306001188354,0.8810344827586207,649.0206896551725,0,28,0
0,1,1,19,1,0,0,0,0,0,0,0,0,20.2,382.2,0,0,0,1,0.05,1,382.2,0.05271398747390397,1.01,363.09,0,0,0
0,1,0,66,1,1,0,0,0,1,0,1,0,63.85,4264.6,0,0,1,0,0.014925373134328358,4,4264.6,0.014968585896474118,0.9529850746268657,4200.949253731344,1,0,0
0,1,1,17,1,1,0,0,1,1,0,0,1,61.95,1070.7,0,1,1,1,0.05555555555555555,4,1070.7,0.05780535597648596,3.441666666666667,1011.2166666666667,0,17,1
0,1,1,52,1,1,0,0,0,0,0,0,0,25.75,1345.85,0,2,0,1,0.018867924528301886,2,1345.85,0.019118684337528308,0.4858490566037736,1320.456603773585,0,104,0
0,0,0,19,1,0,0,1,0,0,1,0,0,58.2,1045.25,0,1,1,0,0.05,3,1045.25,0.05562724014336918,2.91,992.9875,0,19,0
0,0,0,36,1,0,1,1,1,1,1,1,0,85.85,3003.55,0,1,1,2,0.02702702702702703,7,3003.55,0.028573330448819288,2.32027027027027,2922.3729729729735,0,36,1
1,1,0,7,1,0,0,0,0,0,0,0,1,70.1,467.55,1,0,2,1,0.125,1,467.55,0.14961050048020488,8.7625,409.10625,0,0,1
0,1,1,72,1,1,1,1,1,1,0,1,1,104.9,7537.5,0,1,2,3,0.0136986301369863,7,7537.5,0.013915235126351396,1.4369863013698632,7434.246575342465,1,72,2
0,1,1,67,1,1,1,1,1,0,1,1,1,111.3,7482.1,1,1,2,0,0.014705882352941176,7,7482.1,0.014873514987104274,1.636764705882353,7372.06911764706,1,67,1
1,0,0,34,1,0,0,1,1,0,1,1,1,99.85,3343.15,0,1,2,0,0.02857142857142857,5,3343.15,0.029858110431649296,2.8528571428571428,3247.631428571429,0,34,1
1,1,0,57,1,1,0,1,1,0,0,1,1,95.25,5427.05,1,0,2,2,0.017241379310344827,5,5427.05,0.01754773813800536,1.6422413793103448,5333.480172413793,1,0,2
0,1,0,7,1,0,0,0,1,0,1,0,1,86.25,587.1,1,0,2,0,0.125,3,587.1,0.1466587315082469,10.78125,513.7125,0,0,1
1,1,0,1,1,1,0,0,1,0,1,1,1,100.8,100.8,1,0,2,0,0.5,5,100.8,0.9901768172888016,50.4,50.4,0,0,1
0,1,0,8,1,0,0,0,0,0,0,0,1,19.55,161.15,0,0,0,2,0.1111111111111111,1,161.15,0.12056737588652482,2.1722222222222225,143.24444444444444,0,0,2
0,0,0,69,1,1,0,0,1,1,1,1,0,104.0,7028.5,0,2,2,0,0.014285714285714285,6,7028.5,0.014794793370794508,1.4857142857142858,6928.092857142858,1,138,0
0,1,0,50,1,1,1,0,1,0,1,1,1,104.4,5232.9,0,1,2,1,0.0196078431372549,6,5232.9,0.019946884732226448,2.047058823529412,5130.294117647059,1,50,1
0,0,0,10,1,0,0,0,0,0,0,0,0,19.5,225.85,0,1,0,1,0.09090909090909091,1,225.85,0.08595988538681949,1.7727272727272727,205.3181818181818,0,10,0
0,1,1,12,1,1,0,0,0,0,0,0,0,25.25,274.7,0,2,0,3,0.07692307692307693,2,274.7,0.09158505622052956,1.9423076923076923,253.56923076923078,0,24,1
0,0,0,14,1,0,0,1,0,0,0,1,1,86.3,1180.95,1,0,2,0,0.06666666666666667,3,1180.95,0.07301493294978637,5.753333333333333,1102.22,0,0,1
0,1,0,70,0,0,1,0,1,1,0,1,1,49.85,3370.2,0,2,1,2,0.014084507042253521,4,3370.2,0.01478701945894637,0.7021126760563381,3322.7323943661972,0,140,2
1,0,0,64,1,1,1,0,1,1,1,1,1,108.95,7111.3,0,0,2,2,0.015384615384615385,7,7111.3,0.015318532682817092,1.676153846153846,7001.895384615385,1,0,2
0,1,1,66,1,1,1,1,1,1,1,1,0,89.9,5958.85,0,2,1,3,0.014925373134328358,8,5958.85,0.015084272255174207,1.3417910447761194,5869.911940298508,1,132,1
0,1,1,71,1,0,1,0,1,1,1,1,1,82.0,5999.85,0,2,1,3,0.013888888888888888,6,5999.85,0.013664730829799111,1.1388888888888888,5916.518750000001,1,142,2
1,0,0,20,1,0,0,0,0,0,1,1,0,89.95,1648.45,0,0,2,0,0.047619047619047616,3,1648.45,0.05453332929158204,4.283333333333333,1569.952380952381,0,0,0
0,1,0,72,1,0,1,1,0,1,1,1,1,79.35,5753.25,0,2,1,2,0.0136986301369863,6,5753.25,0.013789807533562149,1.0869863013698629,5674.438356164384,1,144,2
0,1,1,71,1,0,1,1,1,1,0,0,0,64.05,4492.9,0,2,1,3,0.013888888888888888,5,4492.9,0.01425265359709829,0.8895833333333333,4430.498611111111,1,142,1
0,1,1,38,1,1,0,0,1,0,1,1,1,101.15,3956.7,0,0,2,3,0.02564102564102564,5,3956.7,0.025557773454279002,2.5935897435897437,3855.2461538461534,1,0,2
0,0,0,28,1,1,0,1,0,0,0,1,1,89.95,2625.55,1,0,2,0,0.034482758620689655,4,2625.55,0.03424644495631151,3.1017241379310345,2535.0137931034487,0,0,1
1,1,0,17,1,0,0,1,0,0,0,0,1,76.45,1233.4,1,0,2,0,0.05555555555555555,2,1233.4,0.06193292287751134,4.247222222222223,1164.8777777777777,0,0,1
0,0,0,33,0,0,0,1,0,0,1,0,1,39.1,1309.0,0,1,1,0,0.029411764705882353,2,1309.0,0.02984732824427481,1.1500000000000001,1270.5,0,33,1
0,1,1,23,0,0,1,0,0,1,0,0,0,34.6,813.45,0,2,1,1,0.041666666666666664,2,813.45,0.04248265700779667,1.4416666666666667,779.5562500000001,0,46,0
0,1,1,58,1,0,0,0,0,0,0,0,1,19.55,1108.8,0,1,0,0,0.01694915254237288,1,1108.8,0.017615786628221303,0.3313559322033898,1090.006779661017,0,58,1
1,1,0,70,1,1,0,1,0,1,1,1,1,104.45,7349.35,0,2,2,2,0.014084507042253521,6,7349.35,0.01421020767718544,1.4711267605633804,7245.838028169014,1,140,2
0,1,0,4,1,0,0,0,0,0,0,0,0,70.5,294.2,0,0,2,0,0.2,1,294.2,0.23882113821138212,14.1,235.36,0,0,0
0,1,1,45,1,0,0,0,0,0,0,0,0,20.35,929.2,0,2,0,1,0.021739130434782608,1,929.2,0.021877015695549343,0.44239130434782614,909.0000000000001,0,90,0
0,0,0,10,1,0,0,0,0,0,0,0,1,70.0,740.0,1,0,2,0,0.09090909090909091,1,740.0,0.09446693657219973,6.363636363636363,672.7272727272727,0,0,1
0,1,1,36,1,0,0,0,0,0,0,0,0,19.45,754.5,0,2,0,3,0.02702702702702703,1,754.5,0.025744540039708802,0.5256756756756756,734.1081081081081,0,72,1
0,0,0,54,1,0,1,1,0,1,1,0,1,69.9,3883.3,0,0,1,1,0.01818181818181818,5,3883.3,0.017995520428391216,1.270909090909091,3812.6945454545457,1,0,1
0,1,1,23,1,1,0,1,0,1,0,0,0,59.7,1414.2,0,2,1,1,0.041666666666666664,4,1414.2,0.0421848501978519,2.4875000000000003,1355.275,0,46,0
0,1,1,41,1,1,1,1,1,0,1,0,1,78.35,3211.2,0,1,1,3,0.023809523809523808,6,3211.2,0.02439138285287342,1.8654761904761903,3134.742857142857,0,41,2
1,0,0,5,1,0,0,0,0,0,0,0,1,71.45,371.6,0,0,2,1,0.16666666666666666,1,371.6,0.19176060118089103,11.908333333333333,309.6666666666667,0,0,1
0,1,1,27,0,0,0,1,1,0,0,1,1,45.85,1246.4,0,1,1,3,0.03571428571428571,3,1246.4,0.03675645342312009,1.6375,1201.8857142857144,0,27,2
0,0,0,1,1,0,0,0,0,1,1,1,1,95.85,95.85,0,0,2,0,0.5,4,95.85,0.9896747547754259,47.925,47.925,0,0,1
0,1,1,67,0,0,1,0,0,1,0,0,0,35.7,2545.7,0,2,1,3,0.014705882352941176,2,2545.7,0.014018141123807282,0.525,2508.2632352941177,0,134,1
1,1,1,72,1,1,1,1,1,1,1,1,1,89.55,6448.85,0,2,1,3,0.0136986301369863,8,6448.85,0.01388404381497244,1.2267123287671233,6360.509589041096,1,144,2
0,1,1,56,1,1,0,0,0,0,0,0,1,24.95,1468.9,0,2,0,3,0.017543859649122806,2,1468.9,0.016973943805701067,0.437719298245614,1443.1298245614034,0,112,2
0,1,1,44,1,1,0,0,0,0,0,0,0,24.85,1013.6,0,1,0,0,0.022222222222222223,2,1013.6,0.024492410802286615,0.5522222222222223,991.0755555555555,0,44,0
1,1,0,66,1,1,0,1,0,0,1,1,1,100.8,6690.75,0,0,2,0,0.014925373134328358,5,6690.75,0.015063324242537453,1.5044776119402985,6590.888059701492,1,0,1
0,0,0,34,1,1,1,1,0,1,0,0,1,64.4,2088.75,1,1,1,1,0.02857142857142857,5,2088.75,0.03081708338317981,1.84,2029.0714285714284,0,34,1
0,1,0,69,1,1,0,0,1,1,1,1,0,105.35,7240.65,0,2,2,2,0.014285714285714285,6,7240.65,0.014547789523105922,1.505,7137.212142857143,1,138,1
0,1,1,1,1,1,1,0,1,0,1,1,1,102.45,102.45,1,0,2,0,0.5,6,102.45,0.9903334944417593,51.225,51.225,0,0,1
0,0,0,40,1,0,0,0,0,0,0,0,0,19.65,830.25,0,2,0,3,0.024390243902439025,1,830.25,0.0236390977443609,0.4792682926829268,810.0,0,80,1
0,1,1,30,1,1,1,0,0,0,0,0,1,54.45,1588.7,0,0,1,2,0.03225806451612903,3,1588.7,0.034251745612379696,1.756451612903226,1537.4516129032259,0,0,2
0,0,0,11,1,0,0,0,0,1,1,1,0,70.5,829.3,0,0,1,1,0.08333333333333333,4,829.3,0.08490906901120078,5.875,760.1916666666666,0,0,0
0,0,0,15,1,0,0,0,0,0,0,0,0,20.1,302.45,0,1,0,3,0.0625,1,302.45,0.06623826000988632,1.25625,283.546875,0,15,1
0,0,0,11,1,0,0,0,1,0,1,1,1,69.35,712.25,0,0,1,0,0.08333333333333333,4,712.25,0.0972309849281458,5.779166666666666,652.8958333333333,0,0,1
0,1,1,64,1,0,0,0,0,0,0,0,0,19.8,1336.65,0,1,0,2,0.015384615384615385,1,1336.65,0.01480207827159571,0.3046153846153846,1316.086153846154,0,64,1
1,1,0,72,1,0,1,1,1,1,1,0,0,74.4,5360.75,0,2,1,2,0.0136986301369863,6,5360.75,0.013876066582738846,1.0191780821917809,5287.315068493151,1,144,1
1,1,0,72,1,1,1,1,1,1,0,0,1,93.05,6735.05,0,2,2,2,0.0136986301369863,6,6735.05,0.013813733567892162,1.2746575342465754,6642.78904109589,1,144,2
0,0,1,1,1,0,1,0,0,0,0,0,0,51.2,51.2,0,0,1,1,0.5,2,51.2,0.9808429118773946,25.6,25.6,0,0,0
0,0,1,15,1,0,1,1,1,1,0,0,0,65.6,1010.0,0,1,1,3,0.0625,5,1010.0,0.0648862512363996,4.1,946.875,0,15,1
0,0,0,60,1,1,0,0,1,1,1,1,0,80.55,4847.05,0,1,1,3,0.01639344262295082,6,4847.05,0.016614927651323726,1.3204918032786885,4767.5901639344265,1,60,1
0,0,0,56,1,0,1,0,1,0,0,0,0,52.7,3019.7,0,1,1,1,0.017543859649122806,3,3019.7,0.01744628728440428,0.924561403508772,2966.7228070175433,0,56,0
0,0,0,8,1,0,0,0,0,0,0,0,0,20.85,161.65,0,2,0,1,0.1111111111111111,1,161.65,0.12818936366430989,2.316666666666667,143.6888888888889,0,16,0
0,0,0,3,1,0,0,0,1,1,0,0,0,80.1,217.55,1,0,2,3,0.25,3,217.55,0.366506520247083,20.025,163.16250000000002,0,0,1
0,1,0,49,1,1,0,0,0,0,0,0,1,52.15,2583.75,0,0,1,3,0.02,2,2583.75,0.020176032498307378,1.043,2532.075,0,0,2
0,0,0,2,1,0,0,0,0,0,1,0,1,80.2,146.05,1,0,2,0,0.3333333333333333,2,146.05,0.5453927235634137,26.733333333333334,97.36666666666669,0,0,1
0,0,0,6,1,0,1,1,1,1,0,1,1,98.15,567.45,1,0,2,2,0.14285714285714285,6,567.45,0.17266250329844313,14.021428571428572,486.38571428571436,0,0,2
0,0,0,70,1,1,1,1,1,1,1,1,1,114.95,7711.25,0,2,2,2,0.014084507042253521,8,7711.25,0.014904859152646764,1.6190140845070422,7602.640845070423,1,140,2
0,0,0,12,1,1,0,1,1,1,1,1,1,112.95,1384.75,1,0,2,1,0.07692307692307693,7,1384.75,0.081508208551326,8.688461538461539,1278.2307692307693,0,0,1
1,1,0,52,1,0,1,0,1,1,1,1,1,104.45,5481.25,0,1,2,2,0.018867924528301886,6,5481.25,0.019052396370103516,1.9707547169811321,5377.830188679245,1,52,2
0,1,0,72,1,1,1,1,1,1,1,1,1,113.65,8124.2,0,2,2,3,0.0136986301369863,8,8124.2,0.013987348003741447,1.5568493150684932,8012.909589041095,1,144,2
0,0,0,40,1,0,0,0,0,0,0,0,1,20.6,827.3,0,2,0,2,0.024390243902439025,1,827.3,0.02487021610527587,0.5024390243902439,807.1219512195121,0,80,2
0,0,0,1,1,0,0,0,0,0,0,0,0,70.9,70.9,1,0,2,1,0.5,1,70.9,0.9860917941585535,35.45,35.45,0,0,0
