user_id,tenure,monthly_charges,contract_type,service_count,clv_proxy,senior_citizen,has_partner,digital_engagement,segment_true,treated,base_churn_prob,final_churn_prob,churned,week
U00249,29,60.56076555975442,2,6,2094.4,1,0,2,Sure_Thing,0,0.1031,0.1031,0,2
U00250,3,100.29593780034435,0,5,257.06,1,1,1,Persuadable,0,0.8539,0.8539,0,2
U00251,44,62.93369897998103,1,6,3469.06,0,1,0,Sure_Thing,0,0.1513,0.1513,0,2
U00252,44,52.27557221491918,1,3,2454.49,0,0,2,Sleeping_Dog,0,0.2132,0.2132,0,2
U00253,34,77.18740655714157,2,6,3379.35,1,1,0,Sure_Thing,0,0.181,0.181,0,2
U00254,7,95.02081958417577,0,2,501.66,0,1,2,Lost_Cause,1,0.8249,0.8049,1,2
U00255,1,82.62102802269443,0,3,69.11,0,0,1,Lost_Cause,0,0.5995,0.5995,1,2
U00256,12,87.84042500446458,0,4,913.45,0,0,0,Persuadable,0,0.4371,0.4371,0,2
U00257,17,87.45824294590507,0,4,1542.26,0,1,0,Persuadable,1,0.6436,0.2436,0,2
U00258,44,51.46015617837992,2,4,2835.88,0,0,2,Sure_Thing,0,0.0638,0.0638,0,2
U00259,24,65.10332211546663,1,5,1923.78,0,0,1,Sure_Thing,1,0.1528,0.1028,0,2
U00260,71,73.15775852186968,2,8,5808.6,0,1,1,Sure_Thing,0,0.441,0.441,0,2
U00261,1,81.74534912810736,0,2,72.61,0,0,0,Persuadable,0,0.8303,0.8303,1,2
U00262,2,109.89870121484708,0,5,193.58,0,1,0,Persuadable,1,0.5071,0.1071,0,2
U00263,3,110.69179703779142,0,1,264.13,0,0,0,Lost_Cause,1,0.8134,0.7934,1,2
U00264,10,92.16549243749917,0,2,1100.78,1,1,1,Persuadable,0,0.4178,0.4178,1,2
U00265,7,100.8267551986178,0,1,572.38,0,0,0,Lost_Cause,0,0.8787,0.8787,1,2
U00266,7,77.14131998555968,0,3,337.75,0,1,0,Lost_Cause,0,0.8318,0.8318,0,2
U00267,36,66.85838115801525,1,7,2992.25,1,0,0,Sure_Thing,1,0.3187,0.2687,0,2
U00268,14,67.55007805968837,1,2,758.6,0,0,2,Persuadable,0,0.4928,0.4928,0,2
U00269,34,68.8247090114312,1,4,2762.33,0,1,0,Sure_Thing,1,0.1097,0.0597,0,2
U00270,53,55.48380410370683,1,4,3662.57,0,0,0,Sure_Thing,0,0.1192,0.1192,0,2
U00271,8,108.26522076302479,0,5,996.27,0,1,2,Persuadable,0,0.7244,0.7244,1,2
U00272,40,58.49311626286792,2,8,2959.19,0,0,0,Sure_Thing,1,0.1906,0.1406,0,2
U00273,3,65.36667407474707,1,5,208.55,0,1,2,Persuadable,0,0.3058,0.3058,0,2
U00274,6,95.54658035112028,1,4,681.33,0,1,2,Persuadable,1,0.5645,0.1645,0,2
U00275,70,54.319107508309784,1,8,4062.93,0,0,0,Sure_Thing,0,0.1303,0.1303,1,2
U00276,38,72.5988068117169,2,4,3523.4,0,1,0,Sure_Thing,0,0.167,0.167,1,2
U00277,8,101.89994982392888,0,2,588.08,0,1,0,Lost_Cause,0,0.9247,0.9247,1,2
U00278,5,83.13131700643842,0,1,285.66,0,1,0,Lost_Cause,0,0.9029,0.9029,1,2
U00279,15,50.76913925278461,1,2,793.12,0,1,0,Sleeping_Dog,1,0.1381,0.4381,0,2
U00280,11,114.98453886771577,0,2,828.79,1,0,0,Lost_Cause,0,0.9867,0.9867,1,2
U00281,40,46.90803020878933,2,7,2112.65,0,1,0,Sure_Thing,1,0.2732,0.2232,0,2
U00282,7,112.91942877791331,0,2,662.43,0,1,2,Lost_Cause,0,0.8817,0.8817,1,2
U00283,17,74.85432389417,1,5,1204.63,0,0,1,Persuadable,1,0.7851,0.3851,0,2
U00284,41,75.70284918768843,2,6,3829.34,0,1,1,Sure_Thing,0,0.5547,0.5547,0,2
U00285,7,105.8239223130332,0,2,752.59,0,0,2,Persuadable,1,0.4093,0.01,0,2
U00286,47,51.6009874431031,2,4,3092.56,0,0,2,Sure_Thing,1,0.2215,0.1715,0,2
U00287,11,91.58962156358021,0,2,660.78,0,0,0,Lost_Cause,0,0.868,0.868,1,2
U00288,4,79.0426990984424,0,2,219.44,0,0,1,Lost_Cause,0,0.7626,0.7626,1,2
U00289,29,37.933244874705835,1,3,1010.62,0,0,0,Sleeping_Dog,1,0.0933,0.3933,0,2
U00290,57,57.48516975736855,2,8,4014.82,0,1,0,Sure_Thing,1,0.1752,0.1252,0,2
U00291,5,96.76228668618195,1,5,526.87,0,1,1,Persuadable,0,0.8452,0.8452,1,2
U00292,28,50.740198071372376,2,8,1544.28,0,1,1,Sure_Thing,0,0.1055,0.1055,0,2
U00293,6,97.24893147054195,0,1,409.11,0,1,0,Lost_Cause,0,0.8239,0.8239,1,2
U00294,15,105.3826642749624,0,5,1694.7,0,0,2,Persuadable,1,0.8225,0.4225,0,2
U00295,13,108.01147450780641,0,2,1588.8,1,0,1,Persuadable,0,0.6323,0.6323,0,2
U00296,69,82.29936817423012,2,4,6871.74,0,0,0,Sure_Thing,0,0.1499,0.1499,0,2
U00297,13,83.43191362743688,0,3,976.2,0,1,1,Persuadable,0,0.7529,0.7529,0,2
U00298,18,30.205822266674897,1,1,553.75,0,0,0,Sleeping_Dog,1,0.2145,0.5145,0,2
U00299,9,78.84486964457997,0,3,580.68,0,1,0,Lost_Cause,0,0.722,0.722,1,2
U00300,36,32.38652288828028,2,3,1243.88,0,1,1,Sleeping_Dog,0,0.2071,0.2071,1,2
U00301,8,66.27772245586277,1,4,498.79,0,0,0,Persuadable,1,0.8044,0.4044,1,2
U00302,1,97.14593058557377,0,2,79.11,0,0,0,Lost_Cause,0,0.5934,0.5934,1,2
U00303,19,37.00870915285674,0,2,717.37,0,0,1,Sleeping_Dog,0,0.2118,0.2118,0,2
U00304,26,52.53097320503184,1,5,1512.94,1,1,2,Sure_Thing,1,0.3346,0.2846,0,2
U00305,9,105.77636195933943,1,5,862.68,0,1,1,Persuadable,0,0.622,0.622,0,2
U00306,32,49.643010550419376,1,6,1877.33,0,0,1,Sure_Thing,0,0.3575,0.3575,0,2
U00307,5,109.70817042321313,0,2,393.97,0,0,1,Lost_Cause,1,0.7236,0.7036,0,2
U00308,24,33.26013730829678,0,3,844.42,0,1,0,Sleeping_Dog,1,0.5041,0.8041,1,2
U00309,69,57.81442237285712,2,6,5079.6,0,0,1,Sure_Thing,0,0.3409,0.3409,0,2
U00310,69,64.61609351319933,2,7,5516.78,1,0,1,Sure_Thing,1,0.2233,0.1733,1,2
U00311,17,90.9089995589686,0,2,1302.21,0,0,0,Persuadable,0,0.5617,0.5617,1,2
U00312,2,83.00193361522929,0,4,177.32,0,0,1,Persuadable,0,0.8034,0.8034,0,2
U00313,7,67.29639073874583,0,2,523.19,0,1,0,Persuadable,1,0.8269,0.4269,0,2
U00314,8,91.83696591847786,1,5,692.24,0,0,0,Persuadable,1,0.5603,0.1603,0,2
U00315,37,83.65122576979057,2,7,3769.21,0,0,2,Sure_Thing,0,0.1694,0.1694,1,2
U00316,7,85.89277378531025,0,1,377.75,0,1,1,Lost_Cause,0,0.9752,0.9752,1,2
U00317,11,111.140723186802,0,1,999.88,0,1,0,Lost_Cause,1,0.8955,0.8755,1,2
U00318,23,49.86375771702396,1,1,1220.83,0,0,2,Sleeping_Dog,0,0.2406,0.2406,0,2
U00319,1,90.42620991961834,0,5,106.09,0,0,0,Persuadable,0,0.4349,0.4349,1,2
U00320,3,89.02434405479997,0,3,228.63,0,1,2,Lost_Cause,1,0.7672,0.7472,1,2
U00321,24,54.346524860967875,1,2,1346.02,0,1,1,Sleeping_Dog,1,0.3976,0.6976,1,2
U00322,36,33.68512105668831,1,2,1249.28,0,1,0,Sleeping_Dog,1,0.1496,0.4496,0,2
U00323,67,80.42734948595988,1,6,6384.79,1,1,2,Sure_Thing,1,0.1943,0.1443,0,2
U00324,9,74.64851471815022,1,3,553.23,0,0,0,Persuadable,1,0.768,0.368,0,2
U00325,17,82.97053874464875,1,2,1390.03,0,0,1,Persuadable,0,0.5676,0.5676,1,2
U00326,14,95.18430679438141,0,3,1592.97,0,0,2,Persuadable,0,0.8002,0.8002,1,2
U00327,8,88.55333844004866,1,4,570.44,0,1,2,Persuadable,1,0.5157,0.1157,0,2
U00328,3,74.66348465660333,0,5,238.01,1,0,0,Persuadable,0,0.7246,0.7246,1,2
U00329,27,54.056587860795744,0,1,1508.68,0,0,2,Sleeping_Dog,1,0.1026,0.4026,0,2
U00330,10,89.64958231244658,0,4,921.92,0,0,2,Persuadable,0,0.7492,0.7492,1,2
U00331,26,61.7561700762723,0,1,1568.37,0,0,0,Sleeping_Dog,0,0.3038,0.3038,0,2
U00332,51,83.5493254182084,2,6,4474.85,0,1,2,Sure_Thing,0,0.0322,0.0322,0,2
U00333,8,98.57234312839505,0,1,676.62,0,1,0,Lost_Cause,1,0.8552,0.8352,1,2
U00334,2,93.16428866352896,0,5,213.46,0,1,2,Persuadable,1,0.8174,0.4174,1,2
U00335,32,57.5119359469863,1,3,2014.77,1,0,2,Sleeping_Dog,0,0.1953,0.1953,0,2
U00336,43,65.14967765739543,2,8,3080.62,0,1,2,Sure_Thing,0,0.2347,0.2347,1,2
U00337,21,31.635968453267278,0,2,603.22,1,0,0,Sleeping_Dog,0,0.1525,0.1525,0,2
U00338,11,93.76775002308798,0,2,729.02,0,1,0,Lost_Cause,0,0.9292,0.9292,1,2
U00339,64,82.69702983020618,2,5,6840.48,0,1,1,Sure_Thing,0,0.5099,0.5099,0,2
U00340,29,58.65872051215358,2,3,1577.34,0,1,0,Sleeping_Dog,1,0.1629,0.4629,1,2
U00341,7,103.46753526787717,0,2,645.86,0,0,2,Lost_Cause,1,0.9815,0.9615,1,2
U00342,4,111.47891055517798,0,1,269.2,0,1,0,Lost_Cause,0,0.8704,0.8704,1,2
U00343,5,112.01288016948686,0,3,370.21,0,1,0,Lost_Cause,1,0.7483,0.7283,1,2
U00344,32,61.395678951570744,1,2,2139.31,0,1,0,Sleeping_Dog,0,0.4474,0.4474,0,2
U00345,9,105.70878859644077,0,1,636.38,0,1,0,Lost_Cause,0,0.6853,0.6853,1,2
U00346,3,104.93394998316161,1,4,363.23,0,1,0,Persuadable,0,0.6474,0.6474,0,2
U00347,57,73.42868755665438,1,8,4365.22,0,0,0,Sure_Thing,1,0.1886,0.1386,0,2
U00348,2,90.47416460929539,0,2,156.46,0,0,0,Lost_Cause,0,0.2953,0.2953,1,2
U00349,7,88.77193818452902,0,2,396.82,0,0,0,Lost_Cause,1,0.9502,0.9302,1,2
U00350,11,77.38409287868369,1,2,935.62,0,1,0,Persuadable,1,0.4864,0.0864,0,2
U00351,10,105.59193139563402,0,4,1020.39,0,1,0,Persuadable,0,0.7199,0.7199,0,2
U00352,9,83.37282031068287,0,5,872.81,0,0,2,Persuadable,1,0.7228,0.3228,0,2
U00353,2,100.05740893459259,0,5,166.37,0,0,0,Persuadable,0,0.5839,0.5839,1,2
U00354,1,104.7628661427857,0,3,81.42,0,1,2,Lost_Cause,1,0.8324,0.8124,1,2
U00355,46,77.74257022873238,2,6,3867.2,0,0,1,Sure_Thing,0,0.3165,0.3165,0,2
U00356,51,80.21197332349195,2,7,4883.96,0,0,2,Sure_Thing,0,0.1615,0.1615,0,2
U00357,9,71.95000582901781,1,5,640.73,1,0,2,Persuadable,0,0.7299,0.7299,0,2
U00358,6,93.21410076998023,0,2,479.46,0,1,1,Lost_Cause,0,0.6754,0.6754,1,2
U00359,10,81.73241456734215,0,1,661.9,1,0,0,Lost_Cause,0,0.8891,0.8891,1,2
U00360,64,58.57135694862587,2,8,4188.07,0,0,0,Sure_Thing,1,0.1343,0.0843,0,2
U00361,26,83.44292570828927,1,5,2314.14,0,0,1,Sure_Thing,1,0.1743,0.1243,0,2
U00362,41,34.14473290159701,1,3,1388.32,0,1,1,Sleeping_Dog,1,0.1721,0.4721,0,2
U00363,15,97.66097513789933,0,2,1412.85,0,1,0,Persuadable,1,0.7246,0.3246,1,2
U00364,50,58.76319254545025,2,4,3380.86,0,1,1,Sure_Thing,1,0.1181,0.0681,0,2
U00365,11,98.05852077174589,0,3,1201.25,0,0,2,Persuadable,1,0.5337,0.1337,0,2
U00366,12,67.67794702770779,0,5,871.92,0,1,2,Persuadable,0,0.7355,0.7355,0,2
U00367,5,100.06069993743648,0,4,400.62,0,0,2,Persuadable,0,0.7244,0.7244,0,2
U00368,2,79.57688996917348,0,4,148.02,0,1,1,Persuadable,1,0.7988,0.3988,0,2
U00369,39,80.10555378638364,2,8,3454.57,1,1,2,Sure_Thing,0,0.1472,0.1472,0,2
U00370,20,46.6633649552471,0,1,918.72,0,1,2,Sleeping_Dog,0,0.1318,0.1318,0,2
U00371,16,33.42956366339758,0,2,507.94,0,0,1,Sleeping_Dog,0,0.2866,0.2866,1,2
U00372,9,99.49393688466797,0,1,711.41,0,0,1,Lost_Cause,0,0.5382,0.5382,1,2
U00373,52,80.39185699424598,1,8,4803.79,1,0,2,Sure_Thing,1,0.0722,0.0222,0,2
U00374,1,109.15201549329262,0,1,75.59,0,1,2,Lost_Cause,1,0.9111,0.8911,0,2
U00375,16,99.2396772711437,0,2,1901.22,1,1,2,Persuadable,1,0.8099,0.4099,1,2
U00376,5,78.16150593155393,0,5,409.26,0,0,2,Persuadable,1,0.6472,0.2472,0,2
U00377,60,71.77859066159505,2,7,4630.49,0,1,0,Sure_Thing,1,0.0753,0.0253,0,2
U00378,30,30.04943606041741,0,3,866.57,0,1,0,Sleeping_Dog,0,0.1022,0.1022,0,2
U00379,55,58.3557860571964,2,6,3979.75,0,0,1,Sure_Thing,1,0.1404,0.0904,0,2
U00380,9,87.35731377176647,0,1,600.05,0,0,1,Lost_Cause,0,0.9459,0.9459,1,2
U00381,17,104.10979267972456,0,4,1967.45,0,1,2,Persuadable,0,0.5636,0.5636,1,2
U00382,1,80.90317499926293,1,2,75.94,0,1,0,Persuadable,0,0.5206,0.5206,0,2
U00383,23,35.14045939135527,2,2,783.63,0,1,1,Sleeping_Dog,0,0.0612,0.0612,0,2
U00384,7,101.15480837947355,0,1,507.78,1,1,1,Lost_Cause,1,0.9456,0.9256,1,2
U00385,66,55.82504480083031,2,6,3995.83,0,0,0,Sure_Thing,1,0.436,0.386,0,2
U00386,3,90.86079803746628,0,1,163.99,0,1,2,Lost_Cause,1,0.9069,0.8869,1,2
U00387,40,45.78723894510459,2,2,1768.22,0,1,0,Sleeping_Dog,1,0.0968,0.3968,1,2
U00388,40,71.99918593709651,2,5,3048.25,0,0,1,Sure_Thing,1,0.1843,0.1343,0,2
U00389,32,61.6661603943082,2,3,1925.22,0,1,1,Sleeping_Dog,0,0.3048,0.3048,1,2
U00390,2,79.48201966861345,0,2,154.61,0,0,1,Persuadable,1,0.5946,0.1946,0,2
U00391,47,61.79277748119928,1,5,3310.13,1,0,1,Sure_Thing,0,0.0163,0.0163,0,2
U00392,9,105.13859821014049,0,2,612.33,0,0,1,Lost_Cause,0,0.5322,0.5322,0,2
U00393,31,53.983893093405655,2,5,1853.28,1,0,0,Sure_Thing,1,0.1694,0.1194,0,2
U00394,2,100.52103061753519,0,3,198.28,0,1,1,Persuadable,1,0.6292,0.2292,0,2
U00395,16,77.82147289352034,0,5,1113.23,0,0,1,Persuadable,0,0.818,0.818,1,2
U00396,2,99.97074299052775,0,2,165.71,0,0,1,Lost_Cause,0,0.7407,0.7407,0,2
U00397,16,89.1818503221643,0,3,1245.1,0,1,1,Persuadable,0,0.648,0.648,0,2
U00398,63,49.35304336473907,2,8,3773.9,1,0,2,Sure_Thing,1,0.4131,0.3631,0,2
U00399,59,82.90875335731648,1,5,4946.05,1,1,1,Sure_Thing,0,0.1836,0.1836,0,2
U00400,10,81.069762128227,0,1,603.96,0,0,2,Lost_Cause,1,0.9015,0.8815,1,2
U00401,6,114.14601513556192,0,2,524.0,1,0,0,Lost_Cause,0,0.7793,0.7793,1,2
U00402,4,66.60641702280824,1,2,309.77,0,1,1,Persuadable,1,0.6705,0.2705,1,2
U00403,55,63.57416467531965,2,5,3733.86,0,0,1,Sure_Thing,1,0.184,0.134,0,2
U00404,8,85.59456198188818,1,4,676.29,0,0,1,Persuadable,1,0.6441,0.2441,1,2
U00405,10,84.31445526169169,0,5,826.86,0,1,1,Persuadable,1,0.8343,0.4343,1,2
U00406,34,59.89958879027095,0,1,2188.89,0,1,2,Sleeping_Dog,0,0.0707,0.0707,0,2
U00407,23,53.51220575723747,0,3,1123.03,0,1,0,Sleeping_Dog,0,0.2158,0.2158,0,2
U00408,4,104.5374368180464,0,5,441.63,1,1,2,Persuadable,0,0.7621,0.7621,1,2
U00409,16,70.13397206975202,0,2,1049.61,0,0,2,Persuadable,1,0.7226,0.3226,0,2
U00410,7,95.5511288902622,0,4,759.46,1,1,1,Persuadable,0,0.6348,0.6348,0,2
U00411,3,111.47352379010502,0,3,275.53,0,0,2,Lost_Cause,0,0.7862,0.7862,1,2
U00412,50,71.98009841731638,2,7,4542.26,1,0,0,Sure_Thing,0,0.1853,0.1853,0,2
U00413,31,53.263193360194066,1,5,2123.6,0,1,1,Sure_Thing,0,0.144,0.144,0,2
U00414,2,99.71587852388858,0,1,176.25,0,1,1,Lost_Cause,1,0.7619,0.7419,1,2
U00415,39,77.30527988320247,2,5,3106.32,1,0,2,Sure_Thing,1,0.3633,0.3133,0,2
U00416,10,86.34729651180031,0,2,722.36,1,1,1,Lost_Cause,1,0.9125,0.8925,0,2
U00417,41,45.46358810434124,1,6,2002.79,0,0,2,Sure_Thing,1,0.2171,0.1671,0,2
U00418,7,113.18281681043922,0,2,601.78,0,0,1,Lost_Cause,1,0.8833,0.8633,1,2
U00419,2,109.32132721424101,0,5,255.9,1,0,1,Persuadable,0,0.8664,0.8664,1,2
U00420,62,65.80179220333359,2,5,4885.8,1,0,0,Sure_Thing,1,0.0131,0.01,0,2
U00421,42,52.991861099383485,0,2,2169.97,0,0,0,Sleeping_Dog,1,0.2086,0.5086,1,2
U00422,11,92.27290119760448,0,2,970.04,0,1,2,Persuadable,0,0.5946,0.5946,0,2
U00423,14,85.6034539748254,0,3,1138.27,1,1,2,Persuadable,1,0.4776,0.0776,0,2
U00424,18,34.2932094692009,2,1,556.78,0,1,0,Sleeping_Dog,1,0.3733,0.6733,1,2
U00425,25,71.71870617711832,1,5,1884.89,0,1,1,Sure_Thing,0,0.0823,0.0823,0,2
U00426,9,102.34579243363925,0,1,764.87,0,0,0,Lost_Cause,0,0.7153,0.7153,1,2
U00427,3,87.4740380914266,0,4,273.44,1,0,1,Persuadable,1,0.7554,0.3554,0,2
U00428,36,59.64514068720102,2,8,2750.35,0,0,0,Sure_Thing,1,0.2597,0.2097,0,2
U00429,11,101.79213013282227,0,2,880.02,0,1,1,Lost_Cause,0,0.8204,0.8204,1,2
U00430,3,71.48891012124075,0,2,234.31,1,1,0,Persuadable,1,0.7497,0.3497,0,2
U00431,6,94.53383893964043,0,2,396.74,0,1,0,Lost_Cause,1,0.7665,0.7465,0,2
U00432,6,107.06244275226923,0,2,439.96,0,0,0,Lost_Cause,1,0.9565,0.9365,1,2
U00433,53,48.68004512346577,1,5,3103.58,1,1,1,Sure_Thing,1,0.0559,0.01,0,2
U00434,10,92.75326505970213,0,1,557.12,0,1,2,Lost_Cause,0,0.8256,0.8256,0,2
U00435,3,68.30224279474615,0,3,204.95,1,0,2,Persuadable,0,0.6489,0.6489,1,2
U00436,5,105.67463106016785,0,2,461.14,0,0,1,Persuadable,1,0.643,0.243,0,2
U00437,12,103.76420545926698,0,2,1250.08,0,0,2,Persuadable,0,0.3575,0.3575,0,2
U00438,8,98.6704343925048,0,2,710.48,0,1,2,Persuadable,0,0.5552,0.5552,0,2
U00439,8,105.61840676740069,0,3,703.39,0,1,1,Lost_Cause,0,0.5841,0.5841,0,2
U00440,51,84.94004342647395,1,5,5279.21,0,0,2,Sure_Thing,0,0.2271,0.2271,0,2
U00441,24,55.354807446701884,1,7,1708.79,1,1,0,Sure_Thing,0,0.1772,0.1772,0,2
U00442,2,111.23292010614819,0,2,134.44,0,1,1,Lost_Cause,1,0.8798,0.8598,1,2
U00443,8,76.44972843916533,0,4,722.29,0,1,1,Persuadable,0,0.8287,0.8287,1,2
U00444,27,79.55299101334671,1,5,2149.34,0,1,2,Sure_Thing,1,0.4364,0.3864,1,2
U00445,3,87.41824727414881,0,2,170.09,0,0,2,Lost_Cause,1,0.9414,0.9214,1,2
U00446,8,74.49272692300697,0,2,646.09,0,1,1,Persuadable,1,0.6045,0.2045,1,2
U00447,26,64.28284791115227,2,2,1799.27,0,0,2,Sleeping_Dog,1,0.1256,0.4256,0,2
U00448,53,49.213553911396716,1,8,3235.66,0,0,0,Sure_Thing,1,0.3627,0.3127,0,2
U00449,12,53.48650932042152,2,2,642.78,0,1,2,Sleeping_Dog,0,0.625,0.625,0,2
U00450,5,80.16520463591816,0,4,394.27,0,0,1,Persuadable,1,0.9205,0.5205,1,2
U00451,41,52.4146559673856,1,4,2611.37,1,1,1,Sure_Thing,0,0.0708,0.0708,1,2
U00452,34,51.19100411408907,0,3,1857.16,1,0,1,Sleeping_Dog,1,0.1385,0.4385,0,2
U00453,12,76.5371630831647,1,2,1014.52,0,0,2,Persuadable,1,0.5002,0.1002,0,2
U00454,5,102.98397376676091,0,3,443.51,0,0,0,Lost_Cause,1,0.805,0.785,0,2
U00455,10,102.82045332181033,1,3,992.68,0,0,0,Persuadable,1,0.6625,0.2625,0,2
U00456,43,49.44253298593723,2,4,2505.4,0,0,2,Sure_Thing,0,0.0876,0.0876,0,2
U00457,49,70.25568163133215,1,7,3727.12,0,1,2,Sure_Thing,0,0.1792,0.1792,0,2
U00458,4,96.10417716397143,0,4,399.09,1,0,2,Persuadable,1,0.7848,0.3848,0,2
U00459,13,109.30564423982594,0,4,1624.01,0,0,0,Persuadable,1,0.8752,0.4752,1,2
U00460,29,32.067064707294406,2,1,898.01,0,0,2,Sleeping_Dog,0,0.2087,0.2087,0,2
U00461,9,102.40017416285338,0,2,572.73,0,0,2,Lost_Cause,1,0.7423,0.7223,1,2
U00462,67,78.40834036198741,2,5,5362.86,0,0,2,Sure_Thing,0,0.1737,0.1737,1,2
U00463,10,67.898098757639,0,3,554.2,0,1,2,Persuadable,0,0.5514,0.5514,0,2
U00464,5,76.78730616848515,0,5,426.47,0,0,2,Persuadable,1,0.5763,0.1763,0,2
U00465,66,56.25094466574154,1,5,4539.69,1,1,1,Sure_Thing,1,0.2746,0.2246,0,2
U00466,7,108.26558237969951,0,1,520.24,0,1,2,Lost_Cause,0,0.9226,0.9226,1,2
U00467,16,53.082362635545266,0,3,922.0,0,1,1,Sleeping_Dog,0,0.2384,0.2384,1,2
U00468,25,55.462077135971036,1,5,1612.9,1,0,1,Sure_Thing,0,0.1342,0.1342,1,2
U00469,14,104.6795424084337,0,4,1580.2,0,0,2,Persuadable,1,0.3679,0.01,0,2
U00470,9,86.130167608502,0,4,801.57,0,1,1,Persuadable,0,0.5274,0.5274,1,2
U00471,3,88.02504119861973,1,5,252.49,0,0,1,Persuadable,1,0.7781,0.3781,0,2
U00472,70,61.301985192995275,2,5,4768.91,0,1,2,Sure_Thing,1,0.2287,0.1787,1,2
U00473,69,80.74275659395974,1,6,6107.16,0,0,1,Sure_Thing,0,0.2073,0.2073,0,2
U00474,30,51.37310514427885,1,3,1400.61,1,0,1,Sleeping_Dog,1,0.1967,0.4967,1,2
U00475,44,61.85566662867883,1,1,2978.98,0,0,0,Sleeping_Dog,1,0.6426,0.9426,1,2
U00476,36,77.5386178298258,1,6,3376.04,0,0,0,Sure_Thing,1,0.1123,0.0623,0,2
U00477,17,94.98625298935166,0,3,1628.51,0,0,0,Persuadable,1,0.7409,0.3409,0,2
U00478,42,84.26659940307971,1,7,4318.54,0,0,1,Sure_Thing,0,0.202,0.202,0,2
U00479,56,83.78862943562658,1,4,5945.38,0,0,2,Sure_Thing,1,0.2213,0.1713,1,2
U00480,65,84.488650889539,2,7,6385.62,0,1,0,Sure_Thing,0,0.0598,0.0598,0,2
U00481,6,91.96242237482508,0,4,587.09,0,0,0,Persuadable,0,0.8128,0.8128,1,2
U00482,21,55.606788676094084,1,3,1157.87,0,0,0,Sleeping_Dog,0,0.3751,0.3751,1,2
U00483,60,61.4151549403893,1,6,4014.52,0,0,0,Sure_Thing,1,0.1288,0.0788,0,2
U00484,59,68.84867960310363,2,4,4976.18,1,0,0,Sure_Thing,1,0.2467,0.1967,1,2
U00485,37,50.40794074568809,0,3,1951.35,1,0,2,Sleeping_Dog,1,0.1359,0.4359,1,2
U00486,36,66.76192653608669,2,5,2578.09,1,0,2,Sure_Thing,0,0.2336,0.2336,0,2
U00487,10,114.71793204770046,0,3,719.27,0,0,1,Lost_Cause,1,0.8904,0.8704,1,2
U00488,4,67.59440455813811,1,5,242.95,0,1,0,Persuadable,1,0.8505,0.4505,0,2
U00489,28,68.78104217293969,2,4,2014.48,0,1,1,Sure_Thing,1,0.0696,0.0196,0,2
U00490,13,65.62771290279665,0,5,738.85,0,1,2,Persuadable,1,0.7425,0.3425,0,2
U00491,53,83.63905123381747,2,8,5438.78,0,1,2,Sure_Thing,0,0.1946,0.1946,1,2
U00492,7,91.79782334511194,0,5,648.82,0,0,0,Persuadable,0,0.6917,0.6917,1,2
U00493,71,51.82775330705425,2,7,4713.06,0,0,2,Sure_Thing,0,0.1901,0.1901,0,2
U00494,6,108.92406989458215,0,2,492.59,0,0,2,Lost_Cause,1,0.8852,0.8652,1,2
U00495,26,84.12640409695473,1,4,2380.81,0,0,2,Sure_Thing,1,0.036,0.01,0,2
U00496,13,62.08871556213593,2,1,871.24,0,1,0,Sleeping_Dog,1,0.1428,0.4428,0,2
U00497,36,53.199691164113865,2,2,1754.26,0,1,1,Sleeping_Dog,0,0.1075,0.1075,0,2
U00498,16,59.38018846757767,2,3,874.37,0,0,1,Sleeping_Dog,1,0.5098,0.8098,1,2
U00499,10,75.94717547131053,0,3,517.66,0,1,2,Lost_Cause,0,0.9718,0.9718,1,2
U00000,3,82.71317468591958,0,3,206.72,0,1,2,Persuadable,0,0.5623,0.5623,0,3
U00001,45,79.39616194322295,2,6,4209.19,0,0,0,Sure_Thing,0,0.3508,0.3508,1,3
U00002,52,46.046810880915935,1,7,3063.8,0,0,1,Sure_Thing,1,0.4675,0.4175,1,3
U00003,4,96.64910887392625,0,4,420.48,1,1,1,Persuadable,1,0.5931,0.1931,0,3
U00004,1,105.06196795184576,0,2,78.97,0,1,1,Lost_Cause,1,0.7939,0.7739,1,3
U00005,61,52.525370962968026,2,4,3306.24,0,0,1,Sure_Thing,0,0.0705,0.0705,0,3
U00006,4,113.22569807329668,0,1,309.66,0,1,0,Lost_Cause,1,0.9097,0.8897,1,3
U00007,1,87.32537927065746,0,3,53.87,0,1,0,Lost_Cause,1,0.9005,0.8805,1,3
U00008,12,68.66159890342506,0,2,978.46,0,1,0,Persuadable,0,0.7252,0.7252,0,3
U00009,37,54.10374810294803,1,3,1990.85,0,1,0,Sleeping_Dog,1,0.372,0.672,1,3
U00010,25,64.92020516132632,2,7,1780.08,0,1,2,Sure_Thing,1,0.4259,0.3759,0,3
U00011,37,58.15278463805319,0,3,2046.94,0,0,0,Sleeping_Dog,0,0.5277,0.5277,0,3
U00012,45,63.00175068957107,1,1,2951.84,0,1,0,Sleeping_Dog,1,0.4384,0.7384,1,3
U00013,8,96.27108905549498,0,2,648.99,0,1,0,Lost_Cause,1,0.7119,0.6919,1,3
U00014,42,64.51243272667412,2,6,3499.02,0,1,0,Sure_Thing,0,0.086,0.086,0,3
U00015,22,44.305097110850994,1,1,1058.52,0,1,2,Sleeping_Dog,0,0.4737,0.4737,0,3
